factura_id,cliente_id,fecha_factura,monto,estado_pago
F1611,C1611,2025-03-15,331.06,Pendiente
F1612,C1612,2025-03-22,416.02,Pendiente
F1613,C1613,2025-03-09,461.65,Pendiente
F1614,C1614,2025-03-09,121.69,Pendiente
F1615,C1615,2025-03-23,396.78,Pendiente
F1616,C1616,2025-03-05,173.3,Pendiente
F1617,C1617,2025-03-18,478.5,Cobrado
F1618,C1618,2025-03-05,183.5,Cobrado
F1619,C1619,2025-03-29,437.14,Cobrado
F1620,C1620,2025-03-25,194.18,Cobrado
F1621,C1621,2025-03-25,137.56,Cobrado
F1622,C1622,2025-03-21,277.17,Cobrado
F1623,C1623,2025-03-28,144.02,Cobrado
F1624,C1624,2025-03-07,109.14,Cobrado
F1625,C1625,2025-04-01,433.21,Pendiente
F1626,C1626,2025-03-14,487.12,Pendiente
F1627,C1627,2025-03-05,434.89,Cobrado
F1628,C1628,2025-04-02,283.13,Cobrado
F1629,C1629,2025-03-07,457.29,Pendiente
F1630,C1630,2025-04-04,213.85,Cobrado
F1631,C1631,2025-03-20,103.6,Pendiente
F1632,C1632,2025-03-18,352.61,Pendiente
F1633,C1633,2025-03-08,260.48,Pendiente
F1634,C1634,2025-03-28,491.47,Pendiente
F1635,C1635,2025-03-16,183.89,Pendiente
F1636,C1636,2025-03-27,337.2,Cobrado
F1637,C1637,2025-03-26,277.99,Pendiente
F1638,C1638,2025-03-20,93.29,Pendiente
F1639,C1639,2025-04-05,149.52,Pendiente
F1640,C1640,2025-03-30,315.55,Cobrado
F1641,C1641,2025-04-04,495.92,Pendiente
F1642,C1642,2025-03-26,285.07,Cobrado
F1643,C1643,2025-03-19,184.97,Cobrado
F1644,C1644,2025-03-29,215.09,Pendiente
F1645,C1645,2025-03-22,395.84,Cobrado
F1646,C1646,2025-03-18,113.56,Cobrado
F1647,C1647,2025-03-18,291.11,Pendiente
F1648,C1648,2025-03-28,328.94,Pendiente
F1649,C1649,2025-03-20,143.09,Pendiente
F1650,C1650,2025-03-09,372.45,Pendiente
F1651,C1651,2025-03-30,339.72,Pendiente
F1652,C1652,2025-03-16,101.0,Pendiente
F1653,C1653,2025-03-12,325.0,Pendiente
F1654,C1654,2025-04-05,335.88,Cobrado
F1655,C1655,2025-03-11,293.98,Pendiente
F1656,C1656,2025-03-12,462.07,Cobrado
F1657,C1657,2025-04-01,187.08,Pendiente
F1658,C1658,2025-03-10,422.21,Pendiente
F1659,C1659,2025-03-20,349.2,Cobrado
F1660,C1660,2025-03-06,370.17,Cobrado
F1661,C1661,2025-03-07,216.05,Cobrado
F1662,C1662,2025-03-05,413.8,Cobrado
F1663,C1663,2025-03-25,290.36,Pendiente
F1664,C1664,2025-03-30,116.65,Cobrado
F1665,C1665,2025-03-11,341.55,Cobrado
F1666,C1666,2025-03-31,402.56,Pendiente
F1667,C1667,2025-04-05,288.17,Pendiente
F1668,C1668,2025-03-05,169.77,Cobrado
F1669,C1669,2025-03-07,422.99,Pendiente
F1670,C1670,2025-03-17,375.37,Pendiente
F1671,C1671,2025-04-05,398.64,Cobrado
F1672,C1672,2025-03-14,178.69,Pendiente
F1673,C1673,2025-03-17,253.64,Pendiente
F1674,C1674,2025-04-05,79.22,Cobrado
F1675,C1675,2025-03-14,298.22,Pendiente
F1676,C1676,2025-03-19,399.48,Cobrado
F1677,C1677,2025-03-05,441.92,Cobrado
F1678,C1678,2025-03-20,469.39,Cobrado
F1679,C1679,2025-03-30,214.31,Pendiente
F1680,C1680,2025-03-24,442.79,Cobrado
F1681,C1681,2025-03-15,246.42,Pendiente
F1682,C1682,2025-03-26,458.42,Pendiente
F1683,C1683,2025-03-11,156.83,Pendiente
F1684,C1684,2025-03-23,220.51,Cobrado
F1685,C1685,2025-03-22,442.04,Cobrado
F1686,C1686,2025-03-30,194.06,Cobrado
F1687,C1687,2025-03-08,108.03,Cobrado
F1688,C1688,2025-03-26,448.37,Pendiente
F1689,C1689,2025-03-05,156.45,Cobrado
F1690,C1690,2025-03-12,348.76,Cobrado
F1691,C1691,2025-03-20,78.87,Pendiente
F1692,C1692,2025-03-20,201.27,Cobrado
F1693,C1693,2025-03-11,160.35,Cobrado
F1694,C1694,2025-03-28,447.87,Cobrado
F1695,C1695,2025-03-16,202.05,Cobrado
F1696,C1696,2025-03-24,499.58,Cobrado
F1697,C1697,2025-03-09,117.71,Pendiente
F1698,C1698,2025-04-05,173.34,Pendiente
F1699,C1699,2025-03-27,126.49,Pendiente
F1700,C1700,2025-03-09,172.3,Cobrado
F1701,C1701,2025-03-27,399.46,Cobrado
F1702,C1702,2025-04-03,101.75,Cobrado
F1703,C1703,2025-03-11,355.23,Pendiente
F1704,C1704,2025-03-13,380.64,Pendiente
F1705,C1705,2025-04-02,128.07,Pendiente
F1706,C1706,2025-04-04,397.82,Cobrado
F1707,C1707,2025-03-07,447.7,Cobrado
F1708,C1708,2025-04-04,240.57,Pendiente
F1709,C1709,2025-03-06,95.99,Cobrado
F1710,C1710,2025-03-25,309.88,Cobrado
F1711,C1711,2025-03-05,136.89,Cobrado
F1712,C1712,2025-04-02,131.87,Cobrado
F1713,C1713,2025-03-16,288.4,Pendiente
F1714,C1714,2025-03-05,431.45,Pendiente
F1715,C1715,2025-03-31,130.12,Cobrado
F1716,C1716,2025-03-13,229.5,Cobrado
F1717,C1717,2025-03-26,485.91,Pendiente
F1718,C1718,2025-04-04,344.81,Pendiente
F1719,C1719,2025-03-14,272.95,Pendiente
F1720,C1720,2025-03-26,447.7,Cobrado
F1721,C1721,2025-03-31,85.22,Cobrado
F1722,C1722,2025-03-13,419.43,Pendiente
F1723,C1723,2025-03-24,225.24,Cobrado
F1724,C1724,2025-04-05,115.24,Pendiente
F1725,C1725,2025-03-14,165.05,Pendiente
F1726,C1726,2025-03-21,203.08,Cobrado
F1727,C1727,2025-03-12,499.51,Pendiente
F1728,C1728,2025-03-09,313.51,Cobrado
F1729,C1729,2025-03-14,312.25,Pendiente
F1730,C1730,2025-03-17,406.9,Cobrado
F1731,C1731,2025-04-05,360.14,Pendiente
F1732,C1732,2025-03-13,378.38,Pendiente
F1733,C1733,2025-04-04,166.4,Pendiente
F1734,C1734,2025-03-10,398.81,Cobrado
F1735,C1735,2025-03-23,214.84,Pendiente
F1736,C1736,2025-03-25,409.4,Pendiente
F1737,C1737,2025-03-07,410.05,Cobrado
F1738,C1738,2025-03-12,63.54,Cobrado
F1739,C1739,2025-03-06,288.56,Pendiente
F1740,C1740,2025-03-18,65.75,Cobrado
F1741,C1741,2025-04-02,409.31,Pendiente
F1742,C1742,2025-03-19,147.67,Cobrado
F1743,C1743,2025-03-26,497.02,Pendiente
F1744,C1744,2025-03-11,253.98,Cobrado
F1745,C1745,2025-03-12,74.23,Cobrado
F1746,C1746,2025-04-01,235.91,Pendiente
F1747,C1747,2025-03-06,481.07,Cobrado
F1748,C1748,2025-03-17,430.23,Cobrado
F1749,C1749,2025-03-31,135.43,Pendiente
F1750,C1750,2025-03-09,136.84,Cobrado
F1751,C1751,2025-04-04,137.64,Pendiente
F1752,C1752,2025-03-20,452.17,Cobrado
F1753,C1753,2025-04-02,98.76,Cobrado
F1754,C1754,2025-03-08,209.4,Cobrado
F1755,C1755,2025-03-14,247.65,Cobrado
F1756,C1756,2025-03-23,120.59,Pendiente
F1757,C1757,2025-03-09,145.26,Cobrado
F1758,C1758,2025-03-13,469.44,Cobrado
F1759,C1759,2025-03-15,462.32,Cobrado
F1760,C1760,2025-03-28,138.35,Pendiente
F1761,C1761,2025-04-02,322.23,Pendiente
F1762,C1762,2025-03-31,109.05,Pendiente
F1763,C1763,2025-03-30,326.26,Cobrado
F1764,C1764,2025-03-20,186.84,Cobrado
F1765,C1765,2025-03-26,112.0,Cobrado
F1766,C1766,2025-03-30,176.29,Cobrado
F1767,C1767,2025-03-25,426.36,Pendiente
F1768,C1768,2025-03-23,136.6,Cobrado
F1769,C1769,2025-03-05,162.9,Pendiente
F1770,C1770,2025-03-27,247.92,Cobrado
F1771,C1771,2025-03-10,89.26,Cobrado
F1772,C1772,2025-03-16,330.47,Pendiente
F1773,C1773,2025-03-10,409.81,Cobrado
F1774,C1774,2025-04-02,166.6,Cobrado
F1775,C1775,2025-03-19,448.01,Pendiente
F1776,C1776,2025-03-13,406.86,Pendiente
F1777,C1777,2025-03-30,115.2,Pendiente
F1778,C1778,2025-03-29,320.49,Cobrado
F1779,C1779,2025-04-01,465.82,Pendiente
F1780,C1780,2025-03-28,417.43,Cobrado
F1781,C1781,2025-03-17,427.81,Cobrado
F1782,C1782,2025-03-10,431.27,Pendiente
F1783,C1783,2025-04-04,293.57,Pendiente
F1784,C1784,2025-04-01,177.46,Cobrado
F1785,C1785,2025-03-28,367.88,Cobrado
F1786,C1786,2025-03-23,457.43,Pendiente
F1787,C1787,2025-03-22,423.58,Cobrado
F1788,C1788,2025-03-23,66.88,Pendiente
F1789,C1789,2025-03-29,396.17,Cobrado
F1790,C1790,2025-03-07,443.02,Pendiente
F1791,C1791,2025-04-03,398.17,Pendiente
F1792,C1792,2025-03-27,498.51,Pendiente
F1793,C1793,2025-03-22,195.96,Pendiente
F1794,C1794,2025-04-03,415.06,Pendiente
F1795,C1795,2025-03-06,301.29,Pendiente
F1796,C1796,2025-03-07,494.99,Cobrado
F1797,C1797,2025-03-17,216.23,Pendiente
F1798,C1798,2025-03-16,403.98,Cobrado
F1799,C1799,2025-03-22,301.12,Pendiente
F1800,C1800,2025-03-18,303.61,Cobrado
F1801,C1801,2025-03-29,436.69,Pendiente
F1802,C1802,2025-03-30,329.64,Cobrado
F1803,C1803,2025-04-05,486.29,Pendiente
F1804,C1804,2025-04-01,400.6,Pendiente
F1805,C1805,2025-03-07,209.21,Pendiente
F1806,C1806,2025-03-26,235.16,Cobrado
F1807,C1807,2025-03-21,348.74,Cobrado
F1808,C1808,2025-03-13,235.23,Cobrado
F1809,C1809,2025-03-11,296.41,Pendiente
F1810,C1810,2025-03-19,369.02,Cobrado
F1811,C1811,2025-03-16,431.48,Pendiente
F1812,C1812,2025-03-29,217.08,Pendiente
F1813,C1813,2025-03-28,347.97,Cobrado
F1814,C1814,2025-03-22,468.59,Cobrado
F1815,C1815,2025-03-22,332.26,Cobrado
F1816,C1816,2025-04-05,164.94,Pendiente
F1817,C1817,2025-03-05,365.39,Cobrado
F1818,C1818,2025-04-02,198.96,Cobrado
F1819,C1819,2025-03-24,430.37,Pendiente
F1820,C1820,2025-03-30,193.66,Pendiente
F1821,C1821,2025-04-05,304.52,Pendiente
F1822,C1822,2025-03-17,386.47,Cobrado
F1823,C1823,2025-03-06,436.03,Pendiente
F1824,C1824,2025-03-05,349.62,Pendiente
F1825,C1825,2025-03-11,363.41,Cobrado
F1826,C1826,2025-03-30,282.45,Pendiente
F1827,C1827,2025-03-23,271.27,Pendiente
F1828,C1828,2025-03-10,305.35,Pendiente
F1829,C1829,2025-04-04,214.21,Pendiente
F1830,C1830,2025-03-29,210.52,Cobrado
F1831,C1831,2025-03-23,388.44,Cobrado
F1832,C1832,2025-03-15,93.9,Cobrado
F1833,C1833,2025-03-28,56.48,Pendiente
F1834,C1834,2025-03-13,260.13,Cobrado
F1835,C1835,2025-03-30,301.7,Pendiente
F1836,C1836,2025-03-11,443.83,Cobrado
F1837,C1837,2025-03-10,470.24,Pendiente
F1838,C1838,2025-03-18,222.76,Cobrado
F1839,C1839,2025-03-29,81.62,Cobrado
F1840,C1840,2025-03-22,221.69,Cobrado
F1841,C1841,2025-03-26,197.38,Cobrado
F1842,C1842,2025-03-08,498.43,Pendiente
F1843,C1843,2025-03-29,252.18,Pendiente
F1844,C1844,2025-03-05,129.84,Cobrado
F1845,C1845,2025-03-11,398.17,Cobrado
F1846,C1846,2025-03-14,353.12,Pendiente
F1847,C1847,2025-03-26,290.13,Pendiente
F1848,C1848,2025-03-06,300.38,Pendiente
F1849,C1849,2025-03-17,240.03,Cobrado
F1850,C1850,2025-03-30,81.81,Pendiente
F1851,C1851,2025-03-24,450.8,Pendiente
F1852,C1852,2025-03-10,415.94,Pendiente
F1853,C1853,2025-03-24,434.1,Cobrado
F1854,C1854,2025-03-24,355.86,Cobrado
F1855,C1855,2025-03-25,472.21,Pendiente
F1856,C1856,2025-03-07,189.22,Pendiente
F1857,C1857,2025-03-08,487.25,Pendiente
F1858,C1858,2025-03-22,364.85,Cobrado
F1859,C1859,2025-03-16,356.38,Pendiente
F1860,C1860,2025-04-02,439.07,Cobrado
F1861,C1861,2025-03-15,240.46,Cobrado
F1862,C1862,2025-03-13,283.06,Cobrado
F1863,C1863,2025-03-15,313.27,Pendiente
F1864,C1864,2025-03-31,260.34,Cobrado
F1865,C1865,2025-03-10,419.56,Cobrado
F1866,C1866,2025-04-03,446.06,Pendiente
F1867,C1867,2025-03-29,270.53,Cobrado
F1868,C1868,2025-03-12,155.49,Cobrado
F1869,C1869,2025-03-11,269.29,Cobrado
F1870,C1870,2025-03-27,416.78,Cobrado
F1871,C1871,2025-03-22,346.65,Cobrado
F1872,C1872,2025-03-18,99.22,Cobrado
F1873,C1873,2025-03-26,418.48,Cobrado
F1874,C1874,2025-03-25,66.11,Pendiente
F1875,C1875,2025-03-23,221.82,Cobrado
F1876,C1876,2025-03-19,312.28,Cobrado
F1877,C1877,2025-03-06,106.45,Pendiente
F1878,C1878,2025-03-23,111.08,Cobrado
F1879,C1879,2025-03-09,55.09,Cobrado
F1880,C1880,2025-03-18,240.6,Pendiente
F1881,C1881,2025-03-30,434.6,Pendiente
F1882,C1882,2025-03-30,207.28,Pendiente
F1883,C1883,2025-03-08,475.28,Pendiente
F1884,C1884,2025-03-05,344.29,Pendiente
F1885,C1885,2025-03-19,496.69,Cobrado
F1886,C1886,2025-04-02,405.51,Cobrado
F1887,C1887,2025-04-02,459.8,Cobrado
F1888,C1888,2025-03-29,444.65,Cobrado
F1889,C1889,2025-03-10,454.75,Cobrado
F1890,C1890,2025-04-03,436.06,Pendiente
F1891,C1891,2025-03-20,397.27,Cobrado
F1892,C1892,2025-03-15,410.29,Pendiente
F1893,C1893,2025-03-24,442.0,Pendiente
F1894,C1894,2025-03-22,297.46,Cobrado
F1895,C1895,2025-03-24,455.72,Pendiente
F1896,C1896,2025-04-04,470.9,Cobrado
F1897,C1897,2025-04-02,454.12,Pendiente
F1898,C1898,2025-03-20,458.91,Cobrado
F1899,C1899,2025-04-05,230.87,Cobrado
F1900,C1900,2025-03-22,498.67,Cobrado
F1901,C1901,2025-03-14,120.53,Cobrado
F1902,C1902,2025-03-17,266.6,Cobrado
F1903,C1903,2025-03-27,90.82,Cobrado
F1904,C1904,2025-03-06,178.08,Cobrado
F1905,C1905,2025-03-27,495.98,Pendiente
F1906,C1906,2025-03-20,415.89,Pendiente
F1907,C1907,2025-03-09,366.24,Pendiente
F1908,C1908,2025-03-12,129.14,Pendiente
F1909,C1909,2025-03-07,98.9,Pendiente
F1910,C1910,2025-03-12,169.86,Pendiente
F1911,C1911,2025-03-31,402.54,Cobrado
F1912,C1912,2025-03-22,221.68,Pendiente
F1913,C1913,2025-03-18,135.03,Cobrado
F1914,C1914,2025-03-08,391.78,Cobrado
F1915,C1915,2025-03-13,185.7,Pendiente
F1916,C1916,2025-03-26,452.71,Pendiente
F1917,C1917,2025-04-04,331.41,Pendiente
F1918,C1918,2025-03-24,345.68,Pendiente
F1919,C1919,2025-04-04,71.53,Cobrado
F1920,C1920,2025-03-18,276.3,Cobrado
F1921,C1921,2025-04-03,499.28,Cobrado
F1922,C1922,2025-03-22,412.47,Cobrado
F1923,C1923,2025-04-04,424.18,Pendiente
F1924,C1924,2025-03-09,102.43,Pendiente
F1925,C1925,2025-03-31,480.78,Pendiente
F1926,C1926,2025-03-22,317.31,Pendiente
F1927,C1927,2025-04-02,298.79,Pendiente
F1928,C1928,2025-03-16,213.32,Pendiente
F1929,C1929,2025-03-15,61.45,Pendiente
F1930,C1930,2025-03-15,166.5,Pendiente
F1931,C1931,2025-03-19,212.33,Pendiente
F1932,C1932,2025-03-21,439.84,Cobrado
F1933,C1933,2025-04-02,374.94,Cobrado
F1934,C1934,2025-03-21,317.11,Cobrado
F1935,C1935,2025-03-12,272.34,Pendiente
F1936,C1936,2025-03-25,189.27,Pendiente
F1937,C1937,2025-03-12,96.67,Cobrado
F1938,C1938,2025-03-25,178.09,Cobrado
F1939,C1939,2025-03-12,171.42,Pendiente
F1940,C1940,2025-03-08,178.44,Pendiente
F1941,C1941,2025-03-19,428.27,Cobrado
F1942,C1942,2025-03-11,427.79,Pendiente
F1943,C1943,2025-03-29,299.59,Pendiente
F1944,C1944,2025-03-25,262.9,Pendiente
F1945,C1945,2025-03-29,275.48,Pendiente
F1946,C1946,2025-04-01,337.27,Cobrado
F1947,C1947,2025-03-06,114.83,Cobrado
F1948,C1948,2025-03-28,71.03,Pendiente
F1949,C1949,2025-03-21,386.05,Pendiente
F1950,C1950,2025-03-28,107.53,Pendiente
F1951,C1951,2025-03-06,275.78,Cobrado
F1952,C1952,2025-03-21,441.25,Cobrado
F1953,C1953,2025-04-05,458.55,Pendiente
F1954,C1954,2025-03-13,347.9,Pendiente
F1955,C1955,2025-04-04,51.84,Cobrado
F1956,C1956,2025-04-04,494.13,Pendiente
F1957,C1957,2025-04-02,389.68,Cobrado
F1958,C1958,2025-03-22,263.19,Pendiente
F1959,C1959,2025-03-23,332.4,Cobrado
F1960,C1960,2025-03-20,277.4,Pendiente
F1961,C1961,2025-03-23,90.41,Cobrado
F1962,C1962,2025-03-14,194.35,Pendiente
F1963,C1963,2025-03-05,299.91,Pendiente
F1964,C1964,2025-03-18,96.89,Pendiente
F1965,C1965,2025-03-08,258.38,Cobrado
F1966,C1966,2025-03-19,211.55,Pendiente
F1967,C1967,2025-04-03,344.55,Pendiente
F1968,C1968,2025-03-21,67.25,Pendiente
F1969,C1969,2025-03-23,310.19,Pendiente
F1970,C1970,2025-03-05,191.48,Cobrado
F1971,C1971,2025-03-21,311.94,Pendiente
F1972,C1972,2025-03-10,427.83,Cobrado
F1973,C1973,2025-03-31,473.68,Cobrado
F1974,C1974,2025-04-02,326.07,Cobrado
F1975,C1975,2025-03-19,114.28,Pendiente
F1976,C1976,2025-04-03,408.38,Pendiente
F1977,C1977,2025-03-12,429.47,Cobrado
F1978,C1978,2025-04-04,184.43,Cobrado
F1979,C1979,2025-03-18,217.05,Pendiente
F1980,C1980,2025-04-02,297.3,Cobrado
F1981,C1981,2025-03-12,334.33,Cobrado
F1982,C1982,2025-04-02,181.34,Pendiente
F1983,C1983,2025-04-04,471.15,Cobrado
F1984,C1984,2025-03-09,481.09,Cobrado
F1985,C1985,2025-03-20,156.6,Cobrado
F1986,C1986,2025-04-02,78.95,Pendiente
F1987,C1987,2025-03-17,199.03,Cobrado
F1988,C1988,2025-03-22,80.98,Cobrado
F1989,C1989,2025-03-27,419.95,Pendiente
F1990,C1990,2025-03-18,307.63,Pendiente
F1991,C1991,2025-03-22,485.71,Cobrado
F1992,C1992,2025-03-17,62.87,Pendiente
F1993,C1993,2025-04-04,465.82,Cobrado
F1994,C1994,2025-03-11,186.65,Pendiente
F1995,C1995,2025-03-07,164.17,Cobrado
F1996,C1996,2025-04-03,53.54,Cobrado
F1997,C1997,2025-03-30,350.99,Pendiente
F1998,C1998,2025-03-09,199.22,Cobrado
F1999,C1999,2025-03-12,251.12,Cobrado
F2000,C2000,2025-03-19,351.41,Pendiente
F2001,C2001,2025-03-30,165.3,Pendiente
F2002,C2002,2025-03-31,74.7,Pendiente
F2003,C2003,2025-03-27,394.68,Cobrado
F2004,C2004,2025-03-14,245.78,Cobrado
F2005,C2005,2025-03-07,167.62,Cobrado
F2006,C2006,2025-03-05,235.57,Pendiente
F2007,C2007,2025-04-04,409.68,Cobrado
F2008,C2008,2025-03-21,311.56,Pendiente
F2009,C2009,2025-03-25,411.64,Cobrado
F2010,C2010,2025-03-25,491.42,Pendiente
F2011,C2011,2025-03-20,270.77,Cobrado
F2012,C2012,2025-03-09,451.82,Cobrado
F2013,C2013,2025-03-19,80.0,Pendiente
F2014,C2014,2025-03-29,382.58,Pendiente
F2015,C2015,2025-03-05,190.65,Cobrado
F2016,C2016,2025-03-27,212.84,Cobrado
F2017,C2017,2025-03-30,118.62,Pendiente
F2018,C2018,2025-03-29,397.07,Pendiente
F2019,C2019,2025-03-12,249.02,Pendiente
F2020,C2020,2025-03-19,110.02,Pendiente
F2021,C2021,2025-03-16,473.57,Cobrado
F2022,C2022,2025-03-18,252.55,Cobrado
F2023,C2023,2025-03-28,75.95,Pendiente
F2024,C2024,2025-03-07,402.95,Cobrado
F2025,C2025,2025-03-29,71.35,Cobrado
F2026,C2026,2025-03-28,336.48,Pendiente
F2027,C2027,2025-03-21,383.21,Cobrado
F2028,C2028,2025-03-14,453.99,Cobrado
F2029,C2029,2025-03-18,267.86,Cobrado
F2030,C2030,2025-04-02,197.55,Pendiente
F2031,C2031,2025-03-14,124.51,Cobrado
F2032,C2032,2025-03-08,451.11,Pendiente
F2033,C2033,2025-03-05,195.55,Pendiente
F2034,C2034,2025-03-10,414.85,Pendiente
F2035,C2035,2025-03-09,108.9,Pendiente
F2036,C2036,2025-03-30,376.88,Cobrado
F2037,C2037,2025-03-10,388.15,Pendiente
F2038,C2038,2025-03-21,203.84,Pendiente
F2039,C2039,2025-03-25,325.23,Cobrado
F2040,C2040,2025-03-27,188.93,Cobrado
F2041,C2041,2025-03-18,362.21,Cobrado
F2042,C2042,2025-03-08,479.31,Pendiente
F2043,C2043,2025-03-06,444.46,Pendiente
F2044,C2044,2025-03-16,417.06,Pendiente
F2045,C2045,2025-03-19,464.06,Pendiente
F2046,C2046,2025-03-30,194.85,Pendiente
F2047,C2047,2025-04-05,82.63,Cobrado
F2048,C2048,2025-03-08,340.79,Pendiente
F2049,C2049,2025-03-11,394.29,Pendiente
F2050,C2050,2025-03-06,137.3,Cobrado
F2051,C2051,2025-03-25,227.19,Pendiente
F2052,C2052,2025-03-23,302.85,Pendiente
F2053,C2053,2025-03-20,462.41,Pendiente
F2054,C2054,2025-03-19,389.6,Pendiente
F2055,C2055,2025-03-31,399.17,Pendiente
F2056,C2056,2025-03-07,382.02,Pendiente
F2057,C2057,2025-03-12,424.63,Pendiente
F2058,C2058,2025-03-15,146.28,Pendiente
F2059,C2059,2025-03-18,435.38,Pendiente
F2060,C2060,2025-03-23,391.33,Cobrado
F2061,C2061,2025-03-06,159.39,Pendiente
F2062,C2062,2025-04-04,68.24,Cobrado
F2063,C2063,2025-03-20,313.55,Pendiente
F2064,C2064,2025-03-09,104.76,Cobrado
F2065,C2065,2025-04-05,143.49,Pendiente
F2066,C2066,2025-03-14,339.75,Pendiente
F2067,C2067,2025-04-05,101.39,Cobrado
F2068,C2068,2025-04-02,175.79,Cobrado
F2069,C2069,2025-03-15,445.18,Cobrado
F2070,C2070,2025-03-27,81.1,Cobrado
F2071,C2071,2025-03-13,250.22,Pendiente
F2072,C2072,2025-03-09,62.54,Cobrado
F2073,C2073,2025-03-18,133.55,Cobrado
F2074,C2074,2025-04-02,422.12,Pendiente
F2075,C2075,2025-03-22,240.7,Cobrado
F2076,C2076,2025-03-28,286.59,Pendiente
F2077,C2077,2025-03-09,309.36,Pendiente
F2078,C2078,2025-03-25,160.22,Cobrado
F2079,C2079,2025-03-21,469.41,Cobrado
F2080,C2080,2025-03-15,351.65,Pendiente
F2081,C2081,2025-03-15,409.79,Cobrado
F2082,C2082,2025-04-03,498.54,Cobrado
F2083,C2083,2025-03-20,65.71,Cobrado
F2084,C2084,2025-03-25,344.01,Cobrado
F2085,C2085,2025-03-23,263.29,Pendiente
F2086,C2086,2025-04-02,164.37,Pendiente
F2087,C2087,2025-03-22,328.16,Pendiente
F2088,C2088,2025-03-07,214.23,Pendiente
F2089,C2089,2025-03-27,419.52,Cobrado
F2090,C2090,2025-03-23,132.45,Cobrado
F2091,C2091,2025-03-17,402.37,Pendiente
F2092,C2092,2025-03-29,371.67,Cobrado
F2093,C2093,2025-03-12,393.08,Cobrado
F2094,C2094,2025-03-28,443.37,Pendiente
F2095,C2095,2025-03-12,338.5,Cobrado
F2096,C2096,2025-03-22,334.38,Pendiente
F2097,C2097,2025-03-14,471.31,Cobrado
F2098,C2098,2025-03-12,199.87,Cobrado
F2099,C2099,2025-03-29,86.83,Pendiente
F2100,C2100,2025-03-05,331.66,Cobrado
F2101,C2101,2025-03-05,223.46,Pendiente
F2102,C2102,2025-03-14,223.24,Cobrado
F2103,C2103,2025-03-21,147.9,Cobrado
F2104,C2104,2025-03-26,277.86,Pendiente
F2105,C2105,2025-03-13,235.48,Pendiente
F2106,C2106,2025-03-22,464.07,Cobrado
F2107,C2107,2025-03-26,404.04,Pendiente
F2108,C2108,2025-03-09,423.18,Cobrado
F2109,C2109,2025-03-07,182.75,Cobrado
F2110,C2110,2025-03-10,56.87,Cobrado
F2111,C2111,2025-03-09,486.43,Cobrado
F2112,C2112,2025-04-02,420.27,Cobrado
F2113,C2113,2025-03-11,275.85,Pendiente
F2114,C2114,2025-04-02,437.22,Cobrado
F2115,C2115,2025-03-13,87.38,Cobrado
F2116,C2116,2025-03-12,202.61,Cobrado
F2117,C2117,2025-04-04,350.31,Pendiente
F2118,C2118,2025-03-28,343.23,Cobrado
F2119,C2119,2025-03-05,448.78,Cobrado
F2120,C2120,2025-03-06,174.61,Cobrado
F2121,C2121,2025-04-02,391.31,Cobrado
F2122,C2122,2025-03-18,391.61,Pendiente
F2123,C2123,2025-04-04,339.56,Cobrado
F2124,C2124,2025-03-06,57.07,Pendiente
F2125,C2125,2025-03-06,95.36,Cobrado
F2126,C2126,2025-03-31,123.39,Cobrado
F2127,C2127,2025-03-08,375.26,Cobrado
F2128,C2128,2025-03-18,246.12,Cobrado
F2129,C2129,2025-03-20,186.27,Cobrado
F2130,C2130,2025-03-28,335.39,Pendiente
F2131,C2131,2025-03-15,495.43,Pendiente
F2132,C2132,2025-03-27,143.74,Pendiente
F2133,C2133,2025-03-30,213.65,Pendiente
F2134,C2134,2025-03-17,368.04,Cobrado
F2135,C2135,2025-03-05,208.24,Cobrado
F2136,C2136,2025-03-18,413.19,Pendiente
F2137,C2137,2025-03-31,488.56,Pendiente
F2138,C2138,2025-03-16,236.76,Pendiente
F2139,C2139,2025-03-12,129.03,Pendiente
F2140,C2140,2025-03-12,244.5,Pendiente
F2141,C2141,2025-04-03,407.96,Cobrado
F2142,C2142,2025-04-03,140.81,Pendiente
F2143,C2143,2025-03-06,256.47,Cobrado
F2144,C2144,2025-03-16,313.26,Cobrado
F2145,C2145,2025-03-16,162.08,Pendiente
F2146,C2146,2025-03-29,224.82,Cobrado
F2147,C2147,2025-03-27,323.6,Cobrado
F2148,C2148,2025-03-14,238.49,Cobrado
F2149,C2149,2025-04-02,199.52,Cobrado
F2150,C2150,2025-03-06,175.87,Cobrado
F2151,C2151,2025-04-05,90.84,Pendiente
F2152,C2152,2025-04-03,393.23,Pendiente
F2153,C2153,2025-03-25,479.24,Cobrado
F2154,C2154,2025-04-03,125.2,Pendiente
F2155,C2155,2025-03-23,446.0,Cobrado
F2156,C2156,2025-03-08,358.08,Pendiente
F2157,C2157,2025-04-03,457.3,Pendiente
F2158,C2158,2025-03-30,236.42,Cobrado
F2159,C2159,2025-03-21,470.54,Pendiente
F2160,C2160,2025-04-04,153.82,Cobrado
F2161,C2161,2025-03-10,478.05,Pendiente
F2162,C2162,2025-03-24,226.05,Cobrado
F2163,C2163,2025-03-11,334.37,Pendiente
F2164,C2164,2025-03-07,364.53,Cobrado
F2165,C2165,2025-03-20,121.89,Cobrado
F2166,C2166,2025-03-20,156.85,Pendiente
F2167,C2167,2025-03-24,232.24,Cobrado
F2168,C2168,2025-03-14,90.06,Pendiente
