ordernumber,orderlinenumber,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required,total_sales_line
10173,12,2003-11-09,2003-11-15,278,1401,S18_2248,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",26,55.09,1432.3400000000001,4.0,10,1432.3400000000001
10173,13,2003-11-09,2003-11-15,278,1401,S18_1749,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",24,168.3,4039.2000000000003,4.0,10,4039.2000000000003
10173,14,2003-11-09,2003-11-15,278,1401,S18_4409,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",21,77.31,1623.51,4.0,10,1623.51
10173,15,2003-11-09,2003-11-15,278,1401,S18_4933,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",39,58.44,2279.16,4.0,10,2279.16
10173,16,2003-11-09,2003-11-15,278,1401,S24_2887,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",23,98.65,2268.9500000000003,4.0,10,2268.9500000000003
10174,1,2003-11-10,2003-11-15,333,1611,S12_1666,Shipped,,43,113.44,4877.92,4.0,9,4877.92
10174,2,2003-11-10,2003-11-15,333,1611,S18_4668,Shipped,,49,44.27,2169.23,4.0,9,2169.23
10174,3,2003-11-10,2003-11-15,333,1611,S18_1097,Shipped,,48,108.5,5208.0,4.0,9,5208.0
10174,4,2003-11-10,2003-11-15,333,1611,S10_1949,Shipped,,34,207.87,7067.58,4.0,9,7067.58
10174,5,2003-11-10,2003-11-15,333,1611,S18_2949,Shipped,,46,100.3,4613.8,4.0,9,4613.8
10175,1,2003-11-09,2003-11-14,324,1501,S12_4473,Shipped,,26,109.02,2834.52,3.0,8,2834.52
10175,2,2003-11-09,2003-11-14,324,1501,S24_2840,Shipped,,37,32.18,1190.66,3.0,8,1190.66
10175,3,2003-11-09,2003-11-14,324,1501,S32_2509,Shipped,,50,50.86,2543.0,3.0,8,2543.0
10175,4,2003-11-09,2003-11-14,324,1501,S18_2319,Shipped,,48,101.87,4889.76,3.0,8,4889.76
10175,5,2003-11-09,2003-11-14,324,1501,S18_3232,Shipped,,29,150.71,4370.59,3.0,8,4370.59
10175,6,2003-11-09,2003-11-14,324,1501,S24_2300,Shipped,,28,121.4,3399.2000000000003,3.0,8,3399.2000000000003
10175,7,2003-11-09,2003-11-14,324,1501,S18_2432,Shipped,,41,59.55,2441.5499999999997,3.0,8,2441.5499999999997
10175,8,2003-11-09,2003-11-14,324,1501,S32_1268,Shipped,,22,89.57,1970.54,3.0,8,1970.54
10175,9,2003-11-09,2003-11-14,324,1501,S10_4962,Shipped,,33,119.67,3949.11,3.0,8,3949.11
10175,10,2003-11-09,2003-11-14,324,1501,S18_4600,Shipped,,47,102.92,4837.24,3.0,8,4837.24
10175,11,2003-11-09,2003-11-14,324,1501,S700_2824,Shipped,,42,80.92,3398.64,3.0,8,3398.64
10175,12,2003-11-09,2003-11-14,324,1501,S32_3522,Shipped,,29,56.24,1630.96,3.0,8,1630.96
10176,1,2003-11-12,2003-11-15,386,1401,S12_3891,Shipped,,50,160.91,8045.5,6.0,9,8045.5
10176,2,2003-11-12,2003-11-15,386,1401,S12_1108,Shipped,,33,166.24,5485.92,6.0,9,5485.92
10176,3,2003-11-12,2003-11-15,386,1401,S12_3148,Shipped,,47,145.04,6816.879999999999,6.0,9,6816.879999999999
10176,4,2003-11-12,2003-11-15,386,1401,S50_1514,Shipped,,38,52.14,1981.32,6.0,9,1981.32
10176,5,2003-11-12,2003-11-15,386,1401,S18_4027,Shipped,,36,140.75,5067.0,6.0,9,5067.0
10176,6,2003-11-12,2003-11-15,386,1401,S32_3207,Shipped,,22,62.14,1367.08,6.0,9,1367.08
10176,7,2003-11-12,2003-11-15,386,1401,S24_4048,Shipped,,29,101.72,2949.88,6.0,9,2949.88
10176,8,2003-11-12,2003-11-15,386,1401,S24_1444,Shipped,,27,55.49,1498.23,6.0,9,1498.23
10176,9,2003-11-12,2003-11-15,386,1401,S50_1392,Shipped,,23,109.96,2529.08,6.0,9,2529.08
10176,10,2003-11-12,2003-11-15,386,1401,S18_2238,Shipped,,20,139.17,2783.3999999999996,6.0,9,2783.3999999999996
10177,1,2003-11-12,2003-11-17,344,1702,S700_2610,Shipped,,32,64.33,2058.56,5.0,10,2058.56
10177,2,2003-11-12,2003-11-17,344,1702,S24_3151,Shipped,,45,79.66,3584.7,5.0,10,3584.7
10177,3,2003-11-12,2003-11-17,344,1702,S700_1138,Shipped,,24,58.67,1408.08,5.0,10,1408.08
10177,4,2003-11-12,2003-11-17,344,1702,S700_3505,Shipped,,44,88.15,3878.6000000000004,5.0,10,3878.6000000000004
10177,5,2003-11-12,2003-11-17,344,1702,S700_3962,Shipped,,24,83.42,2002.08,5.0,10,2002.08
10177,6,2003-11-12,2003-11-17,344,1702,S72_3212,Shipped,,40,52.96,2118.4,5.0,10,2118.4
10177,7,2003-11-12,2003-11-17,344,1702,S24_2011,Shipped,,50,115.52,5776.0,5.0,10,5776.0
10177,8,2003-11-12,2003-11-17,344,1702,S18_4522,Shipped,,35,82.5,2887.5,5.0,10,2887.5
10177,9,2003-11-12,2003-11-17,344,1702,S18_3140,Shipped,,23,113.37,2607.51,5.0,10,2607.51
10177,10,2003-11-12,2003-11-17,344,1702,S700_1938,Shipped,,31,77.95,2416.4500000000003,5.0,10,2416.4500000000003
10177,11,2003-11-12,2003-11-17,344,1702,S18_3259,Shipped,,29,92.77,2690.33,5.0,10,2690.33
10178,1,2003-11-10,2003-11-16,242,1370,S700_2466,Shipped,Custom shipping instructions sent to warehouse,22,91.74,2018.28,2.0,8,2018.28
10178,2,2003-11-10,2003-11-16,242,1370,S700_4002,Shipped,Custom shipping instructions sent to warehouse,45,68.11,3064.95,2.0,8,3064.95
10178,3,2003-11-10,2003-11-16,242,1370,S24_3949,Shipped,Custom shipping instructions sent to warehouse,30,64.15,1924.5000000000002,2.0,8,1924.5000000000002
10178,4,2003-11-10,2003-11-16,242,1370,S18_1662,Shipped,Custom shipping instructions sent to warehouse,42,127.73,5364.66,2.0,8,5364.66
10178,5,2003-11-10,2003-11-16,242,1370,S24_2841,Shipped,Custom shipping instructions sent to warehouse,34,67.82,2305.8799999999997,2.0,8,2305.8799999999997
10178,6,2003-11-10,2003-11-16,242,1370,S24_3420,Shipped,Custom shipping instructions sent to warehouse,27,65.75,1775.25,2.0,8,1775.25
10178,7,2003-11-10,2003-11-16,242,1370,S72_1253,Shipped,Custom shipping instructions sent to warehouse,45,41.71,1876.95,2.0,8,1876.95
10178,8,2003-11-10,2003-11-16,242,1370,S700_2047,Shipped,Custom shipping instructions sent to warehouse,34,86.9,2954.6000000000004,2.0,8,2954.6000000000004
10178,9,2003-11-10,2003-11-16,242,1370,S18_3856,Shipped,Custom shipping instructions sent to warehouse,48,104.81,5030.88,2.0,8,5030.88
10178,10,2003-11-10,2003-11-16,242,1370,S18_3029,Shipped,Custom shipping instructions sent to warehouse,41,70.54,2892.1400000000003,2.0,8,2892.1400000000003
10178,11,2003-11-10,2003-11-16,242,1370,S24_3816,Shipped,Custom shipping instructions sent to warehouse,21,68.77,1444.1699999999998,2.0,8,1444.1699999999998
10178,12,2003-11-10,2003-11-16,242,1370,S10_4757,Shipped,Custom shipping instructions sent to warehouse,24,131.92,3166.08,2.0,8,3166.08
10179,1,2003-11-13,2003-11-17,496,1612,S32_1374,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,45,86.9,3910.5000000000005,2.0,6,3910.5000000000005
10179,2,2003-11-13,2003-11-17,496,1612,S700_2834,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,25,98.48,2462.0,2.0,6,2462.0
10179,3,2003-11-13,2003-11-17,496,1612,S18_2581,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,24,82.79,1986.96,2.0,6,1986.96
10179,4,2003-11-13,2003-11-17,496,1612,S24_4278,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,27,66.65,1799.5500000000002,2.0,6,1799.5500000000002
10179,5,2003-11-13,2003-11-17,496,1612,S24_1785,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,47,105.04,4936.88,2.0,6,4936.88
10179,6,2003-11-13,2003-11-17,496,1612,S32_4289,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,24,63.97,1535.28,2.0,6,1535.28
10179,7,2003-11-13,2003-11-17,496,1612,S50_1341,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,34,43.2,1468.8000000000002,2.0,6,1468.8000000000002
10179,8,2003-11-13,2003-11-17,496,1612,S700_1691,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,23,75.81,1743.63,2.0,6,1743.63
10179,9,2003-11-13,2003-11-17,496,1612,S700_3167,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,39,80.0,3120.0,2.0,6,3120.0
10180,1,2003-11-14,2003-11-19,171,1370,S24_4620,Shipped,,28,68.71,1923.8799999999999,3.0,8,1923.8799999999999
10180,2,2003-11-14,2003-11-19,171,1370,S18_4721,Shipped,,44,147.31,6481.64,3.0,8,6481.64
10180,3,2003-11-14,2003-11-19,171,1370,S18_3782,Shipped,,21,59.06,1240.26,3.0,8,1240.26
10180,4,2003-11-14,2003-11-19,171,1370,S32_2206,Shipped,,34,33.39,1135.26,3.0,8,1135.26
10180,5,2003-11-14,2003-11-19,171,1370,S50_4713,Shipped,,21,74.85,1571.85,3.0,8,1571.85
10180,6,2003-11-14,2003-11-19,171,1370,S24_2360,Shipped,,35,60.95,2133.25,3.0,8,2133.25
10180,7,2003-11-14,2003-11-19,171,1370,S32_4485,Shipped,,22,102.05,2245.1,3.0,8,2245.1
10180,8,2003-11-14,2003-11-19,171,1370,S12_2823,Shipped,,40,131.04,5241.599999999999,3.0,8,5241.599999999999
10180,9,2003-11-14,2003-11-19,171,1370,S10_1678,Shipped,,29,76.56,2220.2400000000002,3.0,8,2220.2400000000002
10180,10,2003-11-14,2003-11-19,171,1370,S24_1578,Shipped,,48,98.05,4706.4,3.0,8,4706.4
10180,11,2003-11-14,2003-11-19,171,1370,S10_4698,Shipped,,41,164.61,6749.01,3.0,8,6749.01
10180,12,2003-11-14,2003-11-19,171,1370,S10_2016,Shipped,,42,99.91,4196.22,3.0,8,4196.22
10180,13,2003-11-14,2003-11-19,171,1370,S18_2625,Shipped,,25,48.46,1211.5,3.0,8,1211.5
10180,14,2003-11-14,2003-11-19,171,1370,S24_2000,Shipped,,28,61.7,1727.6000000000001,3.0,8,1727.6000000000001
10181,1,2003-11-15,2003-11-19,167,1504,S24_1628,Shipped,,34,45.28,1539.52,3.0,7,1539.52
10181,2,2003-11-15,2003-11-19,167,1504,S18_1589,Shipped,,42,124.44,5226.48,3.0,7,5226.48
10181,3,2003-11-15,2003-11-19,167,1504,S18_2870,Shipped,,27,130.68,3528.36,3.0,7,3528.36
10181,4,2003-11-15,2003-11-19,167,1504,S18_3685,Shipped,,39,137.04,5344.5599999999995,3.0,7,5344.5599999999995
10181,5,2003-11-15,2003-11-19,167,1504,S18_1984,Shipped,,21,129.45,2718.45,3.0,7,2718.45
10181,6,2003-11-15,2003-11-19,167,1504,S18_1129,Shipped,,44,124.56,5480.64,3.0,7,5480.64
10181,7,2003-11-15,2003-11-19,167,1504,S18_3232,Shipped,,45,147.33,6629.85,3.0,7,6629.85
10181,8,2003-11-15,2003-11-19,167,1504,S24_2972,Shipped,,37,32.85,1215.45,3.0,7,1215.45
10181,9,2003-11-15,2003-11-19,167,1504,S24_3856,Shipped,,25,122.17,3054.25,3.0,7,3054.25
10181,10,2003-11-15,2003-11-19,167,1504,S18_1889,Shipped,,22,74.69,1643.1799999999998,3.0,7,1643.1799999999998
10181,11,2003-11-15,2003-11-19,167,1504,S12_4675,Shipped,,36,107.1,3855.6,3.0,7,3855.6
10181,12,2003-11-15,2003-11-19,167,1504,S12_3380,Shipped,,28,113.92,3189.76,3.0,7,3189.76
10181,13,2003-11-15,2003-11-19,167,1504,S24_3371,Shipped,,23,54.49,1253.27,3.0,7,1253.27
10181,14,2003-11-15,2003-11-19,167,1504,S12_1099,Shipped,,27,155.66,4202.82,3.0,7,4202.82
10181,15,2003-11-15,2003-11-19,167,1504,S12_3990,Shipped,,20,67.03,1340.6,3.0,7,1340.6
10181,16,2003-11-15,2003-11-19,167,1504,S18_3482,Shipped,,22,120.53,2651.66,3.0,7,2651.66
10181,17,2003-11-15,2003-11-19,167,1504,S18_3278,Shipped,,30,73.17,2195.1,3.0,7,2195.1
10182,1,2003-11-18,2003-11-21,124,1165,S18_3320,Shipped,,33,86.31,2848.23,6.0,9,2848.23
10182,2,2003-11-18,2003-11-21,124,1165,S18_1367,Shipped,,32,44.21,1414.72,6.0,9,1414.72
10182,3,2003-11-18,2003-11-21,124,1165,S18_1342,Shipped,,25,83.22,2080.5,6.0,9,2080.5
10182,4,2003-11-18,2003-11-21,124,1165,S18_2795,Shipped,,21,135.0,2835.0,6.0,9,2835.0
10182,5,2003-11-18,2003-11-21,124,1165,S24_2022,Shipped,,31,39.87,1235.97,6.0,9,1235.97
10182,6,2003-11-18,2003-11-21,124,1165,S24_1937,Shipped,,39,31.86,1242.54,6.0,9,1242.54
10182,7,2003-11-18,2003-11-21,124,1165,S18_2325,Shipped,,20,105.52,2110.4,6.0,9,2110.4
10182,8,2003-11-18,2003-11-21,124,1165,S24_3969,Shipped,,23,34.88,802.24,6.0,9,802.24
10182,9,2003-11-18,2003-11-21,124,1165,S18_2248,Shipped,,38,54.49,2070.62,6.0,9,2070.62
10182,10,2003-11-18,2003-11-21,124,1165,S18_1749,Shipped,,44,159.8,7031.200000000001,6.0,9,7031.200000000001
10182,11,2003-11-18,2003-11-21,124,1165,S18_4409,Shipped,,36,88.35,3180.6,6.0,9,3180.6
10182,12,2003-11-18,2003-11-21,124,1165,S18_4933,Shipped,,44,61.29,2696.7599999999998,6.0,9,2696.7599999999998
10182,13,2003-11-18,2003-11-21,124,1165,S24_2887,Shipped,,20,116.27,2325.4,6.0,9,2325.4
10182,14,2003-11-18,2003-11-21,124,1165,S24_2766,Shipped,,36,87.24,3140.64,6.0,9,3140.64
10182,15,2003-11-18,2003-11-21,124,1165,S24_3191,Shipped,,33,73.62,2429.46,6.0,9,2429.46
10182,16,2003-11-18,2003-11-21,124,1165,S24_1046,Shipped,,47,63.2,2970.4,6.0,9,2970.4
10182,17,2003-11-18,2003-11-21,124,1165,S24_3432,Shipped,,49,95.3,4669.7,6.0,9,4669.7
10183,1,2003-11-15,2003-11-22,339,1188,S10_4962,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,28,127.06,3557.6800000000003,2.0,9,3557.6800000000003
10183,2,2003-11-15,2003-11-22,339,1188,S18_4600,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,21,118.66,2491.86,2.0,9,2491.86
10183,3,2003-11-15,2003-11-22,339,1188,S700_2824,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,23,85.98,1977.5400000000002,2.0,9,1977.5400000000002
10183,4,2003-11-15,2003-11-22,339,1188,S32_3522,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,49,52.36,2565.64,2.0,9,2565.64
10183,5,2003-11-15,2003-11-22,339,1188,S12_1666,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,41,114.8,4706.8,2.0,9,4706.8
10183,6,2003-11-15,2003-11-22,339,1188,S18_4668,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,40,42.26,1690.3999999999999,2.0,9,1690.3999999999999
10183,7,2003-11-15,2003-11-22,339,1188,S18_1097,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,21,108.5,2278.5,2.0,9,2278.5
10183,8,2003-11-15,2003-11-22,339,1188,S10_1949,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,23,180.01,4140.23,2.0,9,4140.23
10183,9,2003-11-15,2003-11-22,339,1188,S18_2949,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,37,91.18,3373.6600000000003,2.0,9,3373.6600000000003
10183,10,2003-11-15,2003-11-22,339,1188,S18_3136,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,22,90.06,1981.3200000000002,2.0,9,1981.3200000000002
10183,11,2003-11-15,2003-11-22,339,1188,S18_2957,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,39,51.22,1997.58,2.0,9,1997.58
10183,12,2003-11-15,2003-11-22,339,1188,S24_4258,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,47,81.81,3845.07,2.0,9,3845.07
10184,1,2003-11-20,2003-11-22,484,1702,S32_3207,Shipped,,48,59.03,2833.44,6.0,8,2833.44
10184,2,2003-11-20,2003-11-22,484,1702,S24_4048,Shipped,,49,114.73,5621.77,6.0,8,5621.77
10184,3,2003-11-20,2003-11-22,484,1702,S24_1444,Shipped,,31,57.22,1773.82,6.0,8,1773.82
10184,4,2003-11-20,2003-11-22,484,1702,S50_1392,Shipped,,45,92.6,4167.0,6.0,8,4167.0
10184,5,2003-11-20,2003-11-22,484,1702,S18_2238,Shipped,,46,145.72,6703.12,6.0,8,6703.12
10184,6,2003-11-20,2003-11-22,484,1702,S12_4473,Shipped,,37,105.47,3902.39,6.0,8,3902.39
10184,7,2003-11-20,2003-11-22,484,1702,S24_2840,Shipped,,42,30.06,1262.52,6.0,8,1262.52
10184,8,2003-11-20,2003-11-22,484,1702,S32_2509,Shipped,,33,52.49,1732.17,6.0,8,1732.17
10184,9,2003-11-20,2003-11-22,484,1702,S18_2319,Shipped,,46,119.05,5476.3,6.0,8,5476.3
10184,10,2003-11-20,2003-11-22,484,1702,S18_3232,Shipped,,28,165.95,4646.599999999999,6.0,8,4646.599999999999
10184,11,2003-11-20,2003-11-22,484,1702,S24_2300,Shipped,,24,117.57,2821.68,6.0,8,2821.68
10184,12,2003-11-20,2003-11-22,484,1702,S18_2432,Shipped,,44,60.77,2673.88,6.0,8,2673.88
10184,13,2003-11-20,2003-11-22,484,1702,S32_1268,Shipped,,46,84.75,3898.5,6.0,8,3898.5
10185,1,2003-11-20,2003-11-21,320,1188,S700_2610,Shipped,,39,61.44,2396.16,6.0,7,2396.16
10185,2,2003-11-20,2003-11-21,320,1188,S24_3151,Shipped,,33,83.2,2745.6,6.0,7,2745.6
10185,3,2003-11-20,2003-11-21,320,1188,S700_1138,Shipped,,21,64.67,1358.07,6.0,7,1358.07
10185,4,2003-11-20,2003-11-21,320,1188,S700_3505,Shipped,,37,99.17,3669.29,6.0,7,3669.29
10185,5,2003-11-20,2003-11-21,320,1188,S700_3962,Shipped,,22,93.35,2053.7,6.0,7,2053.7
10185,6,2003-11-20,2003-11-21,320,1188,S72_3212,Shipped,,28,47.5,1330.0,6.0,7,1330.0
10185,7,2003-11-20,2003-11-21,320,1188,S24_2011,Shipped,,30,105.69,3170.7,6.0,7,3170.7
10185,8,2003-11-20,2003-11-21,320,1188,S18_4522,Shipped,,47,87.77,4125.19,6.0,7,4125.19
10185,9,2003-11-20,2003-11-21,320,1188,S18_3140,Shipped,,28,124.3,3480.4,6.0,7,3480.4
10185,10,2003-11-20,2003-11-21,320,1188,S700_1938,Shipped,,30,79.68,2390.4,6.0,7,2390.4
10185,11,2003-11-20,2003-11-21,320,1188,S18_3259,Shipped,,49,94.79,4644.71,6.0,7,4644.71
10185,12,2003-11-20,2003-11-21,320,1188,S12_3891,Shipped,,43,147.07,6324.009999999999,6.0,7,6324.009999999999
10185,13,2003-11-20,2003-11-21,320,1188,S12_1108,Shipped,,21,195.33,4101.93,6.0,7,4101.93
10185,14,2003-11-20,2003-11-21,320,1188,S12_3148,Shipped,,33,146.55,4836.150000000001,6.0,7,4836.150000000001
10185,15,2003-11-20,2003-11-21,320,1188,S50_1514,Shipped,,20,46.86,937.2,6.0,7,937.2
10185,16,2003-11-20,2003-11-21,320,1188,S18_4027,Shipped,,39,127.82,4984.98,6.0,7,4984.98
10186,1,2003-11-18,2003-11-20,489,1501,S18_1662,Shipped,They want to reevaluate their terms agreement with the VP of Sales,32,137.19,4390.08,4.0,6,4390.08
10186,2,2003-11-18,2003-11-20,489,1501,S24_2841,Shipped,They want to reevaluate their terms agreement with the VP of Sales,22,60.29,1326.3799999999999,4.0,6,1326.3799999999999
10186,3,2003-11-18,2003-11-20,489,1501,S24_3420,Shipped,They want to reevaluate their terms agreement with the VP of Sales,21,59.83,1256.43,4.0,6,1256.43
10186,4,2003-11-18,2003-11-20,489,1501,S72_1253,Shipped,They want to reevaluate their terms agreement with the VP of Sales,28,42.71,1195.88,4.0,6,1195.88
10186,5,2003-11-18,2003-11-20,489,1501,S700_2047,Shipped,They want to reevaluate their terms agreement with the VP of Sales,24,80.56,1933.44,4.0,6,1933.44
10186,6,2003-11-18,2003-11-20,489,1501,S18_3856,Shipped,They want to reevaluate their terms agreement with the VP of Sales,46,98.46,4529.16,4.0,6,4529.16
10186,7,2003-11-18,2003-11-20,489,1501,S18_3029,Shipped,They want to reevaluate their terms agreement with the VP of Sales,32,73.12,2339.84,4.0,6,2339.84
10186,8,2003-11-18,2003-11-20,489,1501,S24_3816,Shipped,They want to reevaluate their terms agreement with the VP of Sales,36,68.77,2475.72,4.0,6,2475.72
10186,9,2003-11-18,2003-11-20,489,1501,S10_4757,Shipped,They want to reevaluate their terms agreement with the VP of Sales,26,108.8,2828.7999999999997,4.0,6,2828.7999999999997
10188,1,2003-11-24,2003-11-26,167,1504,S10_1678,Shipped,,48,95.7,4593.6,6.0,8,4593.6
10188,2,2003-11-24,2003-11-26,167,1504,S24_1578,Shipped,,25,95.8,2395.0,6.0,8,2395.0
10188,3,2003-11-24,2003-11-26,167,1504,S10_4698,Shipped,,45,182.04,8191.799999999999,6.0,8,8191.799999999999
10188,4,2003-11-24,2003-11-26,167,1504,S10_2016,Shipped,,38,111.8,4248.4,6.0,8,4248.4
10188,5,2003-11-24,2003-11-26,167,1504,S18_2625,Shipped,,32,52.09,1666.88,6.0,8,1666.88
10188,6,2003-11-24,2003-11-26,167,1504,S24_2000,Shipped,,40,61.7,2468.0,6.0,8,2468.0
10188,7,2003-11-24,2003-11-26,167,1504,S32_1374,Shipped,,44,81.91,3604.04,6.0,8,3604.04
10188,8,2003-11-24,2003-11-26,167,1504,S700_2834,Shipped,,29,96.11,2787.19,6.0,8,2787.19
10189,1,2003-11-24,2003-11-25,205,1166,S12_2823,Shipped,They want to reevaluate their terms agreement with Finance.,28,138.57,3879.96,6.0,7,3879.96
10190,1,2003-11-20,2003-11-29,141,1370,S32_2206,Shipped,,46,38.62,1776.52,1.0,10,1776.52
10190,2,2003-11-20,2003-11-29,141,1370,S50_4713,Shipped,,40,67.53,2701.2,1.0,10,2701.2
10190,3,2003-11-20,2003-11-29,141,1370,S24_2360,Shipped,,42,58.87,2472.54,1.0,10,2472.54
10190,4,2003-11-20,2003-11-29,141,1370,S32_4485,Shipped,,42,89.8,3771.6,1.0,10,3771.6
10191,1,2003-11-24,2003-11-30,259,1504,S12_3380,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,40,104.52,4180.8,4.0,10,4180.8
10191,2,2003-11-24,2003-11-30,259,1504,S24_3371,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,48,53.27,2556.96,4.0,10,2556.96
10191,3,2003-11-24,2003-11-30,259,1504,S12_1099,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,21,155.66,3268.86,4.0,10,3268.86
10191,4,2003-11-24,2003-11-30,259,1504,S12_3990,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,30,70.22,2106.6,4.0,10,2106.6
10191,5,2003-11-24,2003-11-30,259,1504,S18_3482,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,23,119.06,2738.38,4.0,10,2738.38
10191,6,2003-11-24,2003-11-30,259,1504,S18_3278,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,36,75.59,2721.2400000000002,4.0,10,2721.2400000000002
10191,7,2003-11-24,2003-11-30,259,1504,S24_4620,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,44,77.61,3414.84,4.0,10,3414.84
10191,8,2003-11-24,2003-11-30,259,1504,S18_4721,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,32,136.9,4380.8,4.0,10,4380.8
10191,9,2003-11-24,2003-11-30,259,1504,S18_3782,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,43,60.93,2619.99,4.0,10,2619.99
10192,1,2003-11-25,2003-11-29,363,1216,S24_2887,Shipped,,23,112.74,2593.02,5.0,9,2593.02
10192,2,2003-11-25,2003-11-29,363,1216,S24_2766,Shipped,,46,86.33,3971.18,5.0,9,3971.18
10192,3,2003-11-25,2003-11-29,363,1216,S24_3191,Shipped,,32,69.34,2218.88,5.0,9,2218.88
10192,4,2003-11-25,2003-11-29,363,1216,S24_1046,Shipped,,37,72.02,2664.74,5.0,9,2664.74
10192,5,2003-11-25,2003-11-29,363,1216,S24_3432,Shipped,,46,93.16,4285.36,5.0,9,4285.36
10192,6,2003-11-25,2003-11-29,363,1216,S24_1628,Shipped,,47,49.3,2317.1,5.0,9,2317.1
10192,7,2003-11-25,2003-11-29,363,1216,S18_1589,Shipped,,29,100.8,2923.2,5.0,9,2923.2
10192,8,2003-11-25,2003-11-29,363,1216,S18_2870,Shipped,,38,110.88,4213.44,5.0,9,4213.44
10192,9,2003-11-25,2003-11-29,363,1216,S18_3685,Shipped,,45,125.74,5658.3,5.0,9,5658.3
10192,10,2003-11-25,2003-11-29,363,1216,S18_1984,Shipped,,47,128.03,6017.41,5.0,9,6017.41
10192,11,2003-11-25,2003-11-29,363,1216,S18_1129,Shipped,,22,140.12,3082.6400000000003,5.0,9,3082.6400000000003
10192,12,2003-11-25,2003-11-29,363,1216,S18_3232,Shipped,,26,137.17,3566.4199999999996,5.0,9,3566.4199999999996
10192,13,2003-11-25,2003-11-29,363,1216,S24_2972,Shipped,,30,33.23,996.8999999999999,5.0,9,996.8999999999999
10192,14,2003-11-25,2003-11-29,363,1216,S24_3856,Shipped,,45,112.34,5055.3,5.0,9,5055.3
10192,15,2003-11-25,2003-11-29,363,1216,S18_1889,Shipped,,45,70.84,3187.8,5.0,9,3187.8
10192,16,2003-11-25,2003-11-29,363,1216,S12_4675,Shipped,,27,99.04,2674.0800000000004,5.0,9,2674.0800000000004
10193,1,2003-11-27,2003-11-28,471,1611,S18_2949,Shipped,,28,87.13,2439.64,6.0,7,2439.64
10193,2,2003-11-27,2003-11-28,471,1611,S18_3136,Shipped,,23,97.39,2239.97,6.0,7,2239.97
