,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6533173,2008,12,24,3,1704.0,1705,1900.0,1910,WN,698,N779SW,236.0,245.0,215.0,-10.0,-1.0,MCO,ABQ,1552,14.0,7.0,0,,0,,,,,
1948221,2008,4,17,4,640.0,650,801.0,814,OH,5690,N805CA,81.0,84.0,66.0,-13.0,-10.0,GSO,CVG,330,2.0,13.0,0,,0,,,,,
6594791,2008,12,23,2,1050.0,707,1144.0,811,YV,7176,N27314,54.0,64.0,36.0,213.0,223.0,CID,ORD,196,7.0,11.0,0,,0,0.0,0.0,213.0,0.0,0.0
6813057,2008,12,11,4,600.0,600,638.0,636,HA,226,N481HA,38.0,36.0,22.0,2.0,0.0,HNL,OGG,100,6.0,10.0,0,,0,,,,,
377841,2008,1,25,5,1638.0,1640,1710.0,1714,HA,335,N479HA,32.0,34.0,21.0,-4.0,-2.0,OGG,HNL,100,5.0,6.0,0,,0,,,,,
6626943,2008,12,20,6,2103.0,2055,2136.0,2144,OO,4763,N463SW,93.0,109.0,72.0,-8.0,8.0,SLC,PSP,541,4.0,17.0,0,,0,,,,,
1359543,2008,3,9,7,1738.0,1705,2020.0,2003,OO,4070,N611SK,102.0,118.0,83.0,17.0,33.0,SEA,SLC,689,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,17.0
3674801,2008,7,24,4,1212.0,1215,1331.0,1345,WN,1224,N493WN,199.0,210.0,181.0,-14.0,-3.0,BNA,PHX,1448,7.0,11.0,0,,0,,,,,
4676978,2008,8,13,3,646.0,650,800.0,803,NW,705,N351NB,74.0,73.0,42.0,-3.0,-4.0,BUF,DTW,240,12.0,20.0,0,,0,,,,,
3126921,2008,6,3,2,2347.0,2352,215.0,220,YV,2984,N77286,88.0,88.0,55.0,-5.0,-5.0,LAS,SLC,368,8.0,25.0,0,,0,,,,,
258273,2008,1,2,3,1225.0,1112,1333.0,1230,US,1841,N517AU,68.0,78.0,57.0,63.0,73.0,ORF,CLT,290,4.0,7.0,0,,0,0.0,0.0,0.0,0.0,63.0
5650502,2008,10,28,2,943.0,945,1105.0,1110,US,1251,N404US,82.0,85.0,55.0,-5.0,-2.0,CLT,JAX,329,4.0,23.0,0,,0,,,,,
3252340,2008,6,21,6,1240.0,1246,1529.0,1500,UA,1561,N493UA,169.0,134.0,149.0,29.0,-6.0,IAD,MCO,758,5.0,15.0,0,,0,0.0,0.0,29.0,0.0,0.0
3368554,2008,6,28,6,1027.0,1032,1218.0,1219,FL,54,N313AT,291.0,287.0,252.0,-1.0,-5.0,ATL,LAX,1946,8.0,31.0,0,,0,,,,,
590896,2008,1,3,4,1737.0,1745,1952.0,2010,DL,1022,N989DL,135.0,145.0,93.0,-18.0,-8.0,LGA,CVG,585,7.0,35.0,0,,0,,,,,
3924281,2008,7,24,4,2051.0,2055,2145.0,2157,DL,1133,N379DA,114.0,122.0,88.0,-12.0,-4.0,SLC,LAX,590,14.0,12.0,0,,0,,,,,
482215,2008,1,11,5,1810.0,1630,2133.0,1940,AA,358,N561AA,143.0,130.0,99.0,113.0,100.0,ORD,LGA,733,5.0,39.0,0,,0,0.0,0.0,113.0,0.0,0.0
402391,2008,1,5,6,1325.0,1325,1617.0,1615,MQ,4008,N691AE,112.0,110.0,84.0,2.0,0.0,ORD,CLT,599,5.0,23.0,0,,0,,,,,
98849,2008,1,14,1,1924.0,1920,2035.0,2045,XE,53,N12201,71.0,85.0,57.0,-10.0,4.0,RNO,ONT,394,5.0,9.0,0,,0,,,,,
966501,2008,2,10,7,1429.0,1420,1543.0,1545,MQ,3177,N822AE,74.0,85.0,62.0,-2.0,9.0,SJC,SAN,417,3.0,9.0,0,,0,,,,,
6474273,2008,12,5,5,819.0,820,953.0,1000,WN,1345,N442WN,94.0,100.0,77.0,-7.0,-1.0,SAN,SMF,480,7.0,10.0,0,,0,,,,,
2522806,2008,5,7,3,2047.0,2050,2203.0,2204,YV,7100,N446YV,76.0,74.0,52.0,-1.0,-3.0,DEN,MTJ,197,4.0,20.0,0,,0,,,,,
6135028,2008,11,25,2,1309.0,1312,2042.0,2055,UA,236,N563UA,273.0,283.0,250.0,-13.0,-3.0,SAN,IAD,2253,9.0,14.0,0,,0,,,,,
309751,2008,1,21,1,742.0,715,1032.0,1018,DL,663,N663DN,170.0,183.0,143.0,14.0,27.0,BOS,ATL,946,8.0,19.0,0,,0,,,,,
3765352,2008,7,9,3,1033.0,1037,1142.0,1159,OH,5684,N629BR,69.0,82.0,47.0,-17.0,-4.0,IAD,JFK,228,11.0,11.0,0,,0,,,,,
3044316,2008,6,17,2,1952.0,1940,2053.0,2045,WN,3850,N645SW,61.0,65.0,50.0,8.0,12.0,MAF,DAL,319,3.0,8.0,0,,0,,,,,
5548734,2008,10,7,2,1956.0,1953,2057.0,2054,OO,4008,N604SK,61.0,61.0,41.0,3.0,3.0,SLC,JAC,205,3.0,17.0,0,,0,,,,,
2444747,2008,5,20,2,2019.0,1955,2319.0,2250,WN,2121,N416WN,180.0,175.0,167.0,29.0,24.0,BDL,TPA,1111,5.0,8.0,0,,0,24.0,0.0,5.0,0.0,0.0
5255487,2008,9,13,6,1521.0,1527,1633.0,1635,9E,2997,86889E,132.0,128.0,111.0,-2.0,-6.0,DTW,XNA,716,6.0,15.0,0,,0,,,,,
2657478,2008,5,10,6,1428.0,1435,1648.0,1709,US,979,N764US,140.0,154.0,127.0,-21.0,-7.0,PIT,RSW,966,3.0,10.0,0,,0,,,,,
798379,2008,2,22,5,839.0,837,952.0,935,OO,3757,N913EV,133.0,118.0,103.0,17.0,2.0,SLC,BUR,574,4.0,26.0,0,,0,17.0,0.0,0.0,0.0,0.0
5341904,2008,9,23,2,1859.0,1900,2017.0,2021,B6,265,N605JB,78.0,81.0,63.0,-4.0,-1.0,SMF,LGB,387,3.0,12.0,0,,0,,,,,
6776126,2008,12,22,1,1452.0,1430,1642.0,1624,EV,4970,N904EV,110.0,114.0,77.0,18.0,22.0,CLE,ATL,554,9.0,24.0,0,,0,3.0,0.0,0.0,0.0,15.0
3902926,2008,7,25,5,2000.0,2005,2105.0,2116,US,1925,N947UW,65.0,71.0,49.0,-11.0,-5.0,CLT,RIC,256,7.0,9.0,0,,0,,,,,
1983088,2008,4,30,3,831.0,840,1039.0,1042,OO,5934,N945SW,68.0,62.0,41.0,-3.0,-9.0,ORD,TVC,224,3.0,24.0,0,,0,,,,,
2929653,2008,5,25,7,917.0,920,1115.0,1114,AS,226,N776AS,118.0,114.0,89.0,1.0,-3.0,PDX,SFO,550,1.0,28.0,0,,0,,,,,
4946869,2008,9,11,4,1838.0,1845,1938.0,1950,XE,2418,N17928,60.0,65.0,43.0,-12.0,-7.0,IAH,MLU,262,3.0,14.0,0,,0,,,,,
6731487,2008,12,1,1,938.0,925,1511.0,1455,WN,3171,N407WN,213.0,210.0,193.0,16.0,13.0,LAS,MDW,1521,9.0,11.0,0,,0,0.0,0.0,6.0,0.0,10.0
5930543,2008,10,6,1,1529.0,1510,1725.0,1714,DL,990,N964DL,116.0,124.0,93.0,11.0,19.0,ATL,BUF,712,6.0,17.0,0,,0,,,,,
3387659,2008,6,3,2,1906.0,1905,2044.0,2030,MQ,3530,N931AE,98.0,85.0,65.0,14.0,1.0,JAN,DFW,408,23.0,10.0,0,,0,,,,,
1103457,2008,2,18,1,1550.0,1550,1633.0,1630,AQ,95,N828AL,43.0,40.0,32.0,3.0,0.0,KOA,HNL,163,3.0,8.0,0,,0,,,,,
1162644,2008,2,4,1,1611.0,1615,1818.0,1807,DL,1542,N994DL,127.0,112.0,86.0,11.0,-4.0,ATL,BWI,576,12.0,29.0,0,,0,,,,,
63382,2008,1,22,2,1926.0,1855,2141.0,2115,WN,2807,N352SW,135.0,140.0,113.0,26.0,31.0,PHL,JAX,742,4.0,18.0,0,,0,0.0,0.0,0.0,0.0,26.0
947392,2008,2,14,4,1521.0,1513,1743.0,1742,FL,922,N975AT,142.0,149.0,130.0,1.0,8.0,BWI,RSW,919,4.0,8.0,0,,0,,,,,
5055144,2008,9,17,3,1602.0,1601,1845.0,1850,UA,620,N809UA,103.0,109.0,84.0,-5.0,1.0,ORD,DCA,612,6.0,13.0,0,,0,,,,,
5784985,2008,10,1,3,1844.0,1845,2236.0,2252,NW,440,N371NW,172.0,187.0,157.0,-16.0,-1.0,MSP,TPA,1307,4.0,11.0,0,,0,,,,,
6708744,2008,12,13,6,1445.0,1445,1836.0,1850,US,140,N813AW,351.0,365.0,330.0,-14.0,0.0,PHX,ANC,2551,8.0,13.0,0,,0,,,,,
718274,2008,2,4,1,840.0,848,1018.0,1018,XE,2639,N14953,98.0,90.0,75.0,0.0,-8.0,OKC,IAH,395,15.0,8.0,0,,0,,,,,
6377441,2008,11,4,2,2346.0,2355,517.0,525,AA,1230,N3CBAA,211.0,210.0,190.0,-8.0,-9.0,SEA,DFW,1660,9.0,12.0,0,,0,,,,,
2574751,2008,5,12,1,2028.0,2030,2132.0,2124,OO,5798,N216SW,64.0,54.0,41.0,8.0,-2.0,PDX,SEA,129,4.0,19.0,0,,0,,,,,
4743612,2008,8,15,5,725.0,730,848.0,850,AA,1419,N4WJAA,203.0,200.0,184.0,-2.0,-5.0,STL,LAS,1372,11.0,8.0,0,,0,,,,,
4176334,2008,7,23,3,1622.0,1505,1836.0,1715,B6,1248,N266JB,134.0,130.0,98.0,81.0,77.0,CLT,BOS,728,5.0,31.0,0,,0,0.0,0.0,81.0,0.0,0.0
1454868,2008,3,14,5,1921.0,1925,2044.0,2047,US,222,N830AW,83.0,82.0,55.0,-3.0,-4.0,LAX,PHX,370,5.0,23.0,0,,0,,,,,
120241,2008,1,14,1,1410.0,1415,1640.0,1650,XE,2871,N17138,210.0,215.0,196.0,-10.0,-5.0,ORF,IAH,1201,6.0,8.0,0,,0,,,,,
6309895,2008,11,4,2,1150.0,1155,1305.0,1300,MQ,4620,N850MQ,75.0,65.0,41.0,5.0,-5.0,JFK,BOS,187,6.0,28.0,0,,0,,,,,
4206832,2008,7,4,5,611.0,615,748.0,800,CO,151,N18220,157.0,165.0,135.0,-12.0,-4.0,RDU,IAH,1043,10.0,12.0,0,,0,,,,,
1889213,2008,4,26,6,1651.0,1658,2012.0,2016,XE,7694,N14188,141.0,138.0,121.0,-4.0,-7.0,SLC,MCI,919,6.0,14.0,0,,0,,,,,
6945139,2008,12,6,6,1440.0,1444,1656.0,1720,AS,523,N614AS,136.0,156.0,122.0,-24.0,-4.0,BUR,SEA,937,6.0,8.0,0,,0,,,,,
4879679,2008,9,13,6,953.0,955,1140.0,1145,WN,2593,N255WN,107.0,110.0,88.0,-5.0,-2.0,PHX,RNO,601,4.0,15.0,0,,0,,,,,
3240482,2008,6,4,3,2112.0,2110,2231.0,2237,UA,815,N830UA,139.0,147.0,115.0,-6.0,2.0,DEN,LAX,862,9.0,15.0,0,,0,,,,,
2352906,2008,4,12,6,1750.0,1730,1947.0,1922,CO,524,N14358,117.0,112.0,61.0,25.0,20.0,CLE,EWR,404,11.0,45.0,0,,0,0.0,0.0,25.0,0.0,0.0
575174,2008,1,27,7,1501.0,1500,1636.0,1634,CO,1523,N14704,215.0,214.0,195.0,2.0,1.0,IAH,SNA,1347,5.0,15.0,0,,0,,,,,
6328338,2008,11,20,4,1150.0,1150,1452.0,1447,NW,843,N553NW,362.0,357.0,332.0,5.0,0.0,MSP,ANC,2518,6.0,24.0,0,,0,,,,,
3725424,2008,7,21,1,627.0,620,749.0,754,XE,2367,N13994,142.0,154.0,128.0,-5.0,7.0,DAY,IAH,929,4.0,10.0,0,,0,,,,,
2532361,2008,5,20,2,851.0,856,912.0,900,YV,7160,N75992,81.0,64.0,53.0,12.0,-5.0,MBS,ORD,222,10.0,18.0,0,,0,,,,,
4131875,2008,7,14,1,1234.0,1210,1612.0,1550,AA,1592,N444AA,158.0,160.0,134.0,22.0,24.0,DFW,MCO,984,7.0,17.0,0,,0,22.0,0.0,0.0,0.0,0.0
5228189,2008,9,24,3,1328.0,1330,1413.0,1416,NW,285,N3324L,45.0,46.0,15.0,-3.0,-2.0,FNT,DTW,56,22.0,8.0,0,,0,,,,,
1452555,2008,3,12,3,1841.0,1843,114.0,135,US,239,N668AW,213.0,232.0,192.0,-21.0,-2.0,PHX,DTW,1671,7.0,14.0,0,,0,,,,,
405181,2008,1,5,6,1447.0,1430,1507.0,1455,MQ,4113,N619AE,80.0,85.0,59.0,12.0,17.0,CMH,ORD,296,10.0,11.0,0,,0,,,,,
3578884,2008,6,1,7,1714.0,1718,1817.0,1833,CO,1659,N39343,63.0,75.0,43.0,-16.0,-4.0,IAH,DFW,224,6.0,14.0,0,,0,,,,,
5238543,2008,9,9,2,1150.0,1155,1232.0,1242,NW,839,N987US,42.0,47.0,22.0,-10.0,-5.0,DTW,MBS,98,7.0,13.0,0,,0,,,,,
6724570,2008,12,27,6,1156.0,1150,1405.0,1352,US,1101,N949UW,189.0,182.0,151.0,13.0,6.0,CLT,DFW,936,10.0,28.0,0,,0,,,,,
1535301,2008,3,3,1,1430.0,1436,1819.0,1812,FL,675,N986AT,169.0,156.0,144.0,7.0,-6.0,MKE,MCO,1066,9.0,16.0,0,,0,,,,,
6353678,2008,11,11,2,1601.0,1604,1735.0,1710,9E,5823,96079E,154.0,126.0,127.0,25.0,-3.0,ATL,HOU,696,6.0,21.0,0,,0,0.0,0.0,25.0,0.0,0.0
6641510,2008,12,11,4,1534.0,1544,1545.0,1555,OO,5862,N941SW,71.0,71.0,45.0,-10.0,-10.0,MBS,ORD,222,13.0,13.0,0,,0,,,,,
6321867,2008,11,27,4,1022.0,1031,1255.0,1309,NW,478,N503US,153.0,158.0,123.0,-14.0,-9.0,DTW,TPA,983,8.0,22.0,0,,0,,,,,
4932547,2008,9,29,1,815.0,815,936.0,945,WN,2616,N912WN,81.0,90.0,65.0,-9.0,0.0,SNA,SMF,404,3.0,13.0,0,,0,,,,,
2709999,2008,5,8,4,1355.0,1355,1548.0,1558,EV,4216,N636AS,53.0,63.0,39.0,-10.0,0.0,MGM,ATL,147,12.0,2.0,0,,0,,,,,
500416,2008,1,3,4,1431.0,1435,1833.0,1845,AA,1158,N578AA,182.0,190.0,154.0,-12.0,-4.0,SLC,ORD,1249,15.0,13.0,0,,0,,,,,
5221973,2008,9,28,7,1626.0,1635,1830.0,1840,MQ,4807,N830AE,124.0,125.0,96.0,-10.0,-9.0,CVG,LGA,585,10.0,18.0,0,,0,,,,,
4582921,2008,8,6,3,1202.0,1052,1537.0,1419,F9,654,N918FR,155.0,147.0,125.0,78.0,70.0,SFO,DEN,967,5.0,25.0,0,,0,0.0,0.0,8.0,0.0,70.0
3279061,2008,6,19,4,832.0,840,1223.0,1239,US,1996,N723UW,231.0,239.0,216.0,-16.0,-8.0,SJU,PHL,1576,3.0,12.0,0,,0,,,,,
4310867,2008,8,26,2,2129.0,2030,2217.0,2125,WN,58,N753SW,48.0,55.0,39.0,52.0,59.0,HOU,DAL,239,2.0,7.0,0,,0,0.0,0.0,0.0,0.0,52.0
1550882,2008,3,24,1,529.0,536,825.0,840,FL,108,N936AT,116.0,124.0,95.0,-15.0,-7.0,DFW,ATL,732,10.0,11.0,0,,0,,,,,
2313093,2008,4,1,2,2133.0,2137,13.0,14,AS,445,N581AS,160.0,157.0,135.0,-1.0,-4.0,ONT,SEA,956,7.0,18.0,0,,0,,,,,
3759766,2008,7,30,3,1649.0,1659,2001.0,1958,YV,7230,N17175,132.0,119.0,84.0,3.0,-10.0,ORD,CAE,666,7.0,41.0,0,,0,,,,,
4021572,2008,7,13,7,1555.0,1500,1634.0,1545,MQ,3957,N677AE,39.0,45.0,25.0,49.0,55.0,ORD,MSN,109,3.0,11.0,0,,0,47.0,0.0,0.0,0.0,2.0
4173981,2008,7,19,6,1153.0,1155,1637.0,1701,B6,1264,N534JB,224.0,246.0,207.0,-24.0,-2.0,AUS,BOS,1698,6.0,11.0,0,,0,,,,,
1491428,2008,3,24,1,843.0,835,1036.0,1040,DL,970,N656DL,113.0,125.0,87.0,-4.0,8.0,ATL,PHL,665,8.0,18.0,0,,0,,,,,
4049882,2008,7,9,3,1042.0,1005,1622.0,1532,NW,306,N365NW,220.0,207.0,198.0,50.0,37.0,LAX,MSP,1536,7.0,15.0,0,,0,37.0,0.0,13.0,0.0,0.0
4746422,2008,8,22,5,1743.0,1745,2109.0,2040,AA,1522,N075AA,206.0,175.0,169.0,29.0,-2.0,SJU,MCO,1189,11.0,26.0,0,,0,0.0,0.0,29.0,0.0,0.0
3227244,2008,6,26,4,858.0,901,1023.0,1026,UA,399,N335UA,145.0,145.0,122.0,-3.0,-3.0,DEN,GEG,836,4.0,19.0,0,,0,,,,,
2674766,2008,5,24,6,1610.0,1615,1816.0,1827,US,859,N427US,126.0,132.0,113.0,-11.0,-5.0,MCO,DCA,759,3.0,10.0,0,,0,,,,,
4991238,2008,9,25,4,1840.0,1840,2135.0,2029,OH,6675,N959CA,175.0,109.0,53.0,66.0,0.0,JFK,DCA,213,5.0,117.0,0,,0,0.0,0.0,66.0,0.0,0.0
2221101,2008,4,9,3,558.0,600,832.0,837,NW,740,N506US,94.0,97.0,69.0,-5.0,-2.0,MSP,DTW,528,9.0,16.0,0,,0,,,,,
1010781,2008,2,1,5,926.0,917,1124.0,1106,NW,395,N311US,238.0,229.0,214.0,18.0,9.0,MSP,SMF,1518,6.0,18.0,0,,0,9.0,0.0,9.0,0.0,0.0
2845595,2008,5,25,7,1330.0,1335,1541.0,1548,9E,2834,86989E,71.0,73.0,46.0,-7.0,-5.0,GRB,DTW,288,11.0,14.0,0,,0,,,,,
5289133,2008,9,9,2,2115.0,2120,2201.0,2215,AA,1069,N3BUAA,106.0,115.0,90.0,-14.0,-5.0,DFW,DEN,641,5.0,11.0,0,,0,,,,,
693293,2008,2,29,5,2257.0,2200,15.0,2325,WN,1503,N208WN,78.0,85.0,65.0,50.0,57.0,MDW,OMA,423,3.0,10.0,0,,0,17.0,0.0,0.0,0.0,33.0
2190318,2008,4,21,1,903.0,910,943.0,955,MQ,4127,N825AE,40.0,45.0,25.0,-12.0,-7.0,ORD,MSN,109,2.0,13.0,0,,0,,,,,
4889351,2008,9,16,2,1634.0,1630,1759.0,1745,WN,1173,N446WN,85.0,75.0,74.0,14.0,4.0,PHX,BUR,369,2.0,9.0,0,,0,,,,,
4054910,2008,7,3,4,1759.0,1759,2005.0,2007,NW,529,N924RW,126.0,128.0,85.0,-2.0,0.0,LGA,DTW,501,10.0,31.0,0,,0,,,,,
2183334,2008,4,1,2,1435.0,1425,1622.0,1615,MQ,3861,N845AE,107.0,110.0,87.0,7.0,10.0,DFW,VPS,626,6.0,14.0,0,,0,,,,,
161634,2008,1,19,6,1045.0,1045,1140.0,1129,OH,5198,N588SW,55.0,44.0,37.0,11.0,0.0,DAY,CVG,64,3.0,15.0,0,,0,,,,,
632184,2008,2,11,1,1430.0,1430,1510.0,1505,WN,2983,N523SW,100.0,95.0,73.0,5.0,0.0,ABQ,LAS,487,16.0,11.0,0,,0,,,,,
24026,2008,1,10,4,1629.0,1630,1905.0,1915,WN,1161,N207WN,276.0,285.0,255.0,-10.0,-1.0,MDW,OAK,1844,5.0,16.0,0,,0,,,,,
2598894,2008,5,28,3,1040.0,1030,1112.0,1100,OO,2523,N983CA,92.0,90.0,77.0,12.0,10.0,PIT,MKE,431,5.0,10.0,0,,0,,,,,
2003757,2008,4,18,5,,1535,,1510,OO,2648,N984CA,,35.0,,,,MKG,MKE,85,,,1,A,0,,,,,
3632805,2008,7,11,5,2153.0,2155,2339.0,2345,WN,3331,N279WN,226.0,230.0,208.0,-6.0,-2.0,MDW,LAS,1521,9.0,9.0,0,,0,,,,,
3981872,2008,7,17,4,1135.0,1139,1315.0,1325,FL,156,N316AT,100.0,106.0,82.0,-10.0,-4.0,ATL,DCA,547,4.0,14.0,0,,0,,,,,
4385117,2008,8,22,5,922.0,926,926.0,934,NW,1725,N783NC,64.0,68.0,44.0,-8.0,-4.0,DTW,MKE,238,5.0,15.0,0,,0,,,,,
4209112,2008,7,1,2,2034.0,1930,2155.0,2042,DL,753,N671DN,201.0,192.0,159.0,73.0,64.0,ATL,DEN,1199,7.0,35.0,0,,0,0.0,0.0,9.0,0.0,64.0
2246356,2008,4,28,1,1320.0,1320,1406.0,1423,9E,3761,89649E,46.0,63.0,25.0,-17.0,0.0,FWA,DTW,128,16.0,5.0,0,,0,,,,,
6832454,2008,12,25,4,935.0,930,1015.0,945,MQ,3915,N688MQ,100.0,75.0,38.0,30.0,5.0,IND,ORD,177,41.0,21.0,0,,0,0.0,0.0,30.0,0.0,0.0
6144887,2008,11,16,7,1602.0,1605,1838.0,1852,UA,620,N837UA,96.0,107.0,74.0,-14.0,-3.0,ORD,DCA,612,3.0,19.0,0,,0,,,,,
1871039,2008,4,27,7,1931.0,1930,2041.0,2045,WN,1369,N453WN,70.0,75.0,56.0,-4.0,1.0,LAX,OAK,337,5.0,9.0,0,,0,,,,,
650744,2008,2,16,6,1310.0,1310,1530.0,1555,WN,1481,N791SW,260.0,285.0,243.0,-25.0,0.0,MDW,SFO,1855,6.0,11.0,0,,0,,,,,
3255779,2008,6,1,7,1742.0,1748,1906.0,1916,US,528,N814AW,204.0,208.0,173.0,-10.0,-6.0,STL,PHX,1262,20.0,11.0,0,,0,,,,,
6675879,2008,12,18,4,610.0,600,946.0,925,UA,584,N581UA,156.0,145.0,127.0,21.0,10.0,PDX,DEN,992,12.0,17.0,0,,0,10.0,0.0,11.0,0.0,0.0
1637328,2008,3,18,2,1255.0,1300,1343.0,1354,9E,2015,91629E,48.0,54.0,26.0,-11.0,-5.0,ATL,GSP,153,5.0,17.0,0,,0,,,,,
2113081,2008,4,10,4,1327.0,1330,1349.0,1400,EV,4373,N883AS,82.0,90.0,66.0,-11.0,-3.0,CVG,MEM,403,5.0,11.0,0,,0,,,,,
5672582,2008,10,22,3,1725.0,1725,1940.0,1939,DL,1501,N915DL,135.0,134.0,115.0,1.0,0.0,ROC,ATL,749,10.0,10.0,0,,0,,,,,
1565764,2008,3,30,7,1600.0,1449,1656.0,1545,MQ,3230,N236AE,56.0,56.0,30.0,71.0,71.0,TYR,DFW,103,18.0,8.0,0,,0,0.0,0.0,0.0,0.0,71.0
3726405,2008,7,23,3,1139.0,1130,1304.0,1317,XE,2238,N15980,85.0,107.0,61.0,-13.0,9.0,EWR,BGR,393,5.0,19.0,0,,0,,,,,
3803156,2008,7,15,2,539.0,544,856.0,917,OO,6151,N768SK,137.0,153.0,121.0,-21.0,-5.0,EUG,DEN,997,7.0,9.0,0,,0,,,,,
2418103,2008,5,12,1,2047.0,2050,2220.0,2230,WN,1115,N786SW,153.0,160.0,136.0,-10.0,-3.0,BWI,MCI,967,4.0,13.0,0,,0,,,,,
6180298,2008,11,17,1,1338.0,1345,1438.0,1451,US,133,N831AW,60.0,66.0,39.0,-13.0,-7.0,LAS,SNA,226,6.0,15.0,0,,0,,,,,
4046638,2008,7,6,7,1529.0,1526,1928.0,1920,NW,186,N521US,179.0,174.0,141.0,8.0,3.0,MSP,BOS,1124,16.0,22.0,0,,0,,,,,
653859,2008,2,17,7,1323.0,1325,1525.0,1535,WN,3153,N904WN,62.0,70.0,53.0,-10.0,-2.0,ONT,PHX,325,4.0,5.0,0,,0,,,,,
5219900,2008,9,16,2,907.0,905,1001.0,1000,MQ,4670,N803AE,54.0,55.0,35.0,1.0,2.0,RDU,DCA,227,12.0,7.0,0,,0,,,,,
6230428,2008,11,18,2,547.0,550,750.0,740,EV,5129,N871AS,63.0,50.0,44.0,10.0,-3.0,MGM,ATL,147,7.0,12.0,0,,0,,,,,
4616291,2008,8,20,3,1329.0,1330,1405.0,1409,HA,164,N477HA,36.0,39.0,22.0,-4.0,-1.0,HNL,OGG,100,5.0,9.0,0,,0,,,,,
2854523,2008,5,13,2,1015.0,1020,1134.0,1140,9E,5605,80019E,79.0,80.0,47.0,-6.0,-5.0,MSP,OMA,282,5.0,27.0,0,,0,,,,,
4098165,2008,7,26,6,1600.0,1555,1934.0,1915,AA,133,N335AA,394.0,380.0,347.0,19.0,5.0,JFK,LAX,2475,6.0,41.0,0,,0,0.0,0.0,19.0,0.0,0.0
5875566,2008,10,4,6,702.0,700,1158.0,1135,AS,124,N305AS,236.0,215.0,201.0,23.0,2.0,FAI,SEA,1533,12.0,23.0,0,,0,0.0,0.0,23.0,0.0,0.0
2493200,2008,5,24,6,1221.0,1220,1416.0,1412,XE,2881,N16911,115.0,112.0,92.0,4.0,1.0,IAH,BNA,657,5.0,18.0,0,,0,,,,,
2468529,2008,5,27,2,1514.0,1515,1638.0,1630,WN,3947,N413WN,204.0,195.0,192.0,8.0,-1.0,MCI,SAN,1333,2.0,10.0,0,,0,,,,,
2231291,2008,4,23,3,1129.0,1128,1256.0,1300,NW,1423,N1334U,87.0,92.0,63.0,-4.0,1.0,VPS,MEM,369,6.0,18.0,0,,0,,,,,
6543190,2008,12,27,6,1309.0,1145,1534.0,1330,WN,22,N447WN,145.0,105.0,98.0,124.0,84.0,STL,DAL,546,3.0,44.0,0,,0,0.0,1.0,40.0,0.0,83.0
6089906,2008,11,12,3,1020.0,1025,1032.0,1045,OO,2771,N495CA,72.0,80.0,60.0,-13.0,-5.0,CLE,MKE,328,4.0,8.0,0,,0,,,,,
4876935,2008,9,12,5,808.0,810,953.0,1005,WN,946,N433LV,105.0,115.0,95.0,-12.0,-2.0,PHX,SJC,621,2.0,8.0,0,,0,,,,,
1439873,2008,3,2,7,1321.0,1325,1430.0,1445,US,395,N662AW,69.0,80.0,49.0,-15.0,-4.0,SAN,LAS,258,7.0,13.0,0,,0,,,,,
4552515,2008,8,28,4,905.0,910,1132.0,1142,DL,1219,N962DL,147.0,152.0,129.0,-10.0,-5.0,CVG,FLL,932,4.0,14.0,0,,0,,,,,
4971406,2008,9,19,5,1445.0,1449,1539.0,1545,YV,7097,N448YV,54.0,56.0,33.0,-6.0,-4.0,DEN,ASE,125,3.0,18.0,0,,0,,,,,
732835,2008,2,9,6,1612.0,1615,1707.0,1726,YV,2654,N922FJ,55.0,71.0,38.0,-19.0,-3.0,CLT,RIC,256,7.0,10.0,0,,0,,,,,
4743104,2008,8,1,5,1521.0,1525,1706.0,1715,AA,1403,N4WTAA,105.0,110.0,81.0,-9.0,-4.0,ORD,TUL,585,4.0,20.0,0,,0,,,,,
2919207,2008,5,4,7,1928.0,1935,2039.0,2050,AA,2491,N543AA,131.0,135.0,103.0,-11.0,-7.0,PHL,ORD,678,16.0,12.0,0,,0,,,,,
2351168,2008,4,29,2,1947.0,1900,2316.0,2218,CO,1502,N78285,389.0,378.0,336.0,58.0,47.0,EWR,LAX,2454,13.0,40.0,0,,0,10.0,0.0,11.0,0.0,37.0
6259394,2008,11,9,7,1623.0,1624,1730.0,1742,FL,644,N968AT,67.0,78.0,53.0,-12.0,-1.0,PHF,LGA,288,6.0,8.0,0,,0,,,,,
6274980,2008,11,20,4,610.0,615,645.0,651,HA,113,N475HA,35.0,36.0,20.0,-6.0,-5.0,HNL,LIH,102,6.0,9.0,0,,0,,,,,
2672133,2008,5,22,4,1019.0,940,1252.0,1223,US,473,N830AW,333.0,343.0,309.0,29.0,39.0,JFK,LAS,2248,7.0,17.0,0,,0,29.0,0.0,0.0,0.0,0.0
5182481,2008,9,16,2,452.0,500,523.0,536,HA,206,N487HA,31.0,36.0,21.0,-13.0,-8.0,HNL,OGG,100,5.0,5.0,0,,0,,,,,
