orderNumber,orderLineNumber,customerNumber,employeeNumber,productCode,status,quantityOrdered,priceEach,sales_amount,origin,complete_order_number,customer-check,amount,checkNumber,paymentDate
10136,1,242,1370,S18_1984,Shipped,36,120.91,4352.76,spain,10136-1,242-KI744716,14232.7,KI744716,2003-07-21
10136,2,242,1370,S18_1129,Shipped,25,117.48,2937.0,spain,10136-2,242-AF40894,33818.34,AF40894,2003-11-22
10136,2,242,1370,S18_1129,Shipped,25,117.48,2937.0,spain,10136-2,242-HR224331,12432.32,HR224331,2005-06-03
10136,2,242,1370,S18_1129,Shipped,25,117.48,2937.0,spain,10136-2,242-KI744716,14232.7,KI744716,2003-07-21
10136,3,242,1370,S18_3232,Shipped,41,169.34,6942.94,spain,10136-3,242-AF40894,33818.34,AF40894,2003-11-22
10136,3,242,1370,S18_3232,Shipped,41,169.34,6942.94,spain,10136-3,242-HR224331,12432.32,HR224331,2005-06-03
10136,3,242,1370,S18_3232,Shipped,41,169.34,6942.94,spain,10136-3,242-KI744716,14232.7,KI744716,2003-07-21
10137,1,353,1337,S24_1628,Shipped,26,40.25,1046.5,spain,10137-1,353-CO351193,49705.52,CO351193,2005-01-10
10137,1,353,1337,S24_1628,Shipped,26,40.25,1046.5,spain,10137-1,353-ED878227,13920.26,ED878227,2003-07-21
10137,1,353,1337,S24_1628,Shipped,26,40.25,1046.5,spain,10137-1,353-GT878649,16700.47,GT878649,2003-05-21
10137,1,353,1337,S24_1628,Shipped,26,40.25,1046.5,spain,10137-1,353-HJ618252,46656.94,HJ618252,2005-06-09
10137,2,353,1337,S18_1589,Shipped,44,115.73,5092.12,spain,10137-2,353-CO351193,49705.52,CO351193,2005-01-10
10137,2,353,1337,S18_1589,Shipped,44,115.73,5092.12,spain,10137-2,353-ED878227,13920.26,ED878227,2003-07-21
10137,2,353,1337,S18_1589,Shipped,44,115.73,5092.12,spain,10137-2,353-GT878649,16700.47,GT878649,2003-05-21
10137,2,353,1337,S18_1589,Shipped,44,115.73,5092.12,spain,10137-2,353-HJ618252,46656.94,HJ618252,2005-06-09
10137,3,353,1337,S18_2870,Shipped,37,110.88,4102.56,spain,10137-3,353-CO351193,49705.52,CO351193,2005-01-10
10137,3,353,1337,S18_2870,Shipped,37,110.88,4102.56,spain,10137-3,353-ED878227,13920.26,ED878227,2003-07-21
10137,3,353,1337,S18_2870,Shipped,37,110.88,4102.56,spain,10137-3,353-GT878649,16700.47,GT878649,2003-05-21
10137,3,353,1337,S18_2870,Shipped,37,110.88,4102.56,spain,10137-3,353-HJ618252,46656.94,HJ618252,2005-06-09
10137,4,353,1337,S18_3685,Shipped,31,118.68,3679.08,spain,10137-4,353-CO351193,49705.52,CO351193,2005-01-10
10137,4,353,1337,S18_3685,Shipped,31,118.68,3679.08,spain,10137-4,353-ED878227,13920.26,ED878227,2003-07-21
10137,4,353,1337,S18_3685,Shipped,31,118.68,3679.08,spain,10137-4,353-GT878649,16700.47,GT878649,2003-05-21
10137,4,353,1337,S18_3685,Shipped,31,118.68,3679.08,spain,10137-4,353-HJ618252,46656.94,HJ618252,2005-06-09
10138,1,496,1612,S24_2022,Shipped,33,38.53,1271.49,spain,10138-1,496-EU531600,30253.75,EU531600,2005-05-25
10138,1,496,1612,S24_2022,Shipped,33,38.53,1271.49,spain,10138-1,496-MB342426,32077.44,MB342426,2003-07-16
10138,1,496,1612,S24_2022,Shipped,33,38.53,1271.49,spain,10138-1,496-MN89921,52166.0,MN89921,2004-12-31
10138,2,496,1612,S24_1937,Shipped,22,33.19,730.18,spain,10138-2,496-EU531600,30253.75,EU531600,2005-05-25
10138,2,496,1612,S24_1937,Shipped,22,33.19,730.18,spain,10138-2,496-MB342426,32077.44,MB342426,2003-07-16
10138,2,496,1612,S24_1937,Shipped,22,33.19,730.18,spain,10138-2,496-MN89921,52166.0,MN89921,2004-12-31
10138,3,496,1612,S18_2325,Shipped,38,114.42,4347.96,spain,10138-3,496-EU531600,30253.75,EU531600,2005-05-25
10138,3,496,1612,S18_2325,Shipped,38,114.42,4347.96,spain,10138-3,496-MB342426,32077.44,MB342426,2003-07-16
10138,3,496,1612,S18_2325,Shipped,38,114.42,4347.96,spain,10138-3,496-MN89921,52166.0,MN89921,2004-12-31
10138,4,496,1612,S24_3969,Shipped,29,32.82,951.78,spain,10138-4,496-EU531600,30253.75,EU531600,2005-05-25
10138,4,496,1612,S24_3969,Shipped,29,32.82,951.78,spain,10138-4,496-MB342426,32077.44,MB342426,2003-07-16
10138,4,496,1612,S24_3969,Shipped,29,32.82,951.78,spain,10138-4,496-MN89921,52166.0,MN89921,2004-12-31
10138,5,496,1612,S18_2248,Shipped,22,51.46,1132.12,spain,10138-5,496-EU531600,30253.75,EU531600,2005-05-25
10138,5,496,1612,S18_2248,Shipped,22,51.46,1132.12,spain,10138-5,496-MB342426,32077.44,MB342426,2003-07-16
10138,5,496,1612,S18_2248,Shipped,22,51.46,1132.12,spain,10138-5,496-MN89921,52166.0,MN89921,2004-12-31
10138,6,496,1612,S18_1749,Shipped,33,149.6,4936.8,spain,10138-6,496-EU531600,30253.75,EU531600,2005-05-25
10138,6,496,1612,S18_1749,Shipped,33,149.6,4936.8,spain,10138-6,496-MB342426,32077.44,MB342426,2003-07-16
10138,6,496,1612,S18_1749,Shipped,33,149.6,4936.8,spain,10138-6,496-MN89921,52166.0,MN89921,2004-12-31
10138,7,496,1612,S18_4409,Shipped,47,79.15,3720.05,spain,10138-7,496-EU531600,30253.75,EU531600,2005-05-25
10138,7,496,1612,S18_4409,Shipped,47,79.15,3720.05,spain,10138-7,496-MB342426,32077.44,MB342426,2003-07-16
10138,7,496,1612,S18_4409,Shipped,47,79.15,3720.05,spain,10138-7,496-MN89921,52166.0,MN89921,2004-12-31
10138,8,496,1612,S18_4933,Shipped,23,64.86,1491.78,spain,10138-8,496-EU531600,30253.75,EU531600,2005-05-25
10138,8,496,1612,S18_4933,Shipped,23,64.86,1491.78,spain,10138-8,496-MB342426,32077.44,MB342426,2003-07-16
10138,8,496,1612,S18_4933,Shipped,23,64.86,1491.78,spain,10138-8,496-MN89921,52166.0,MN89921,2004-12-31
10138,9,496,1612,S24_2887,Shipped,30,96.3,2889.0,spain,10138-9,496-EU531600,30253.75,EU531600,2005-05-25
10138,9,496,1612,S24_2887,Shipped,30,96.3,2889.0,spain,10138-9,496-MB342426,32077.44,MB342426,2003-07-16
10138,9,496,1612,S24_2887,Shipped,30,96.3,2889.0,spain,10138-9,496-MN89921,52166.0,MN89921,2004-12-31
10138,10,496,1612,S24_2766,Shipped,28,73.6,2060.8,spain,10138-10,496-EU531600,30253.75,EU531600,2005-05-25
10138,10,496,1612,S24_2766,Shipped,28,73.6,2060.8,spain,10138-10,496-MB342426,32077.44,MB342426,2003-07-16
10138,10,496,1612,S24_2766,Shipped,28,73.6,2060.8,spain,10138-10,496-MN89921,52166.0,MN89921,2004-12-31
10138,11,496,1612,S24_3191,Shipped,49,77.05,3775.45,spain,10138-11,496-EU531600,30253.75,EU531600,2005-05-25
10138,11,496,1612,S24_3191,Shipped,49,77.05,3775.45,spain,10138-11,496-MB342426,32077.44,MB342426,2003-07-16
10138,11,496,1612,S24_3191,Shipped,49,77.05,3775.45,spain,10138-11,496-MN89921,52166.0,MN89921,2004-12-31
10138,12,496,1612,S24_1046,Shipped,45,59.53,2678.85,spain,10138-12,496-EU531600,30253.75,EU531600,2005-05-25
10138,12,496,1612,S24_1046,Shipped,45,59.53,2678.85,spain,10138-12,496-MB342426,32077.44,MB342426,2003-07-16
10138,12,496,1612,S24_1046,Shipped,45,59.53,2678.85,spain,10138-12,496-MN89921,52166.0,MN89921,2004-12-31
10138,13,496,1612,S24_3432,Shipped,21,99.58,2091.18,spain,10138-13,496-EU531600,30253.75,EU531600,2005-05-25
10138,13,496,1612,S24_3432,Shipped,21,99.58,2091.18,spain,10138-13,496-MB342426,32077.44,MB342426,2003-07-16
10138,13,496,1612,S24_3432,Shipped,21,99.58,2091.18,spain,10138-13,496-MN89921,52166.0,MN89921,2004-12-31
10139,1,282,1611,S18_2949,Shipped,46,91.18,4194.28,spain,10139-1,282-IA793562,24013.52,IA793562,2003-08-03
10139,1,282,1611,S18_2949,Shipped,46,91.18,4194.28,spain,10139-1,282-JT819493,35806.73,JT819493,2004-08-02
10139,1,282,1611,S18_2949,Shipped,46,91.18,4194.28,spain,10139-1,282-OD327378,31835.36,OD327378,2005-01-03
10139,2,282,1611,S18_3136,Shipped,20,101.58,2031.6,spain,10139-2,282-IA793562,24013.52,IA793562,2003-08-03
10139,2,282,1611,S18_3136,Shipped,20,101.58,2031.6,spain,10139-2,282-JT819493,35806.73,JT819493,2004-08-02
10139,2,282,1611,S18_3136,Shipped,20,101.58,2031.6,spain,10139-2,282-OD327378,31835.36,OD327378,2005-01-03
10139,3,282,1611,S18_2957,Shipped,20,52.47,1049.4,spain,10139-3,282-IA793562,24013.52,IA793562,2003-08-03
10139,3,282,1611,S18_2957,Shipped,20,52.47,1049.4,spain,10139-3,282-JT819493,35806.73,JT819493,2004-08-02
10139,3,282,1611,S18_2957,Shipped,20,52.47,1049.4,spain,10139-3,282-OD327378,31835.36,OD327378,2005-01-03
10139,4,282,1611,S24_4258,Shipped,29,93.49,2711.21,spain,10139-4,282-IA793562,24013.52,IA793562,2003-08-03
10139,4,282,1611,S24_4258,Shipped,29,93.49,2711.21,spain,10139-4,282-JT819493,35806.73,JT819493,2004-08-02
10139,4,282,1611,S24_4258,Shipped,29,93.49,2711.21,spain,10139-4,282-OD327378,31835.36,OD327378,2005-01-03
10139,5,282,1611,S18_3320,Shipped,30,81.35,2440.5,spain,10139-5,282-IA793562,24013.52,IA793562,2003-08-03
10139,5,282,1611,S18_3320,Shipped,30,81.35,2440.5,spain,10139-5,282-JT819493,35806.73,JT819493,2004-08-02
10139,5,282,1611,S18_3320,Shipped,30,81.35,2440.5,spain,10139-5,282-OD327378,31835.36,OD327378,2005-01-03
10139,6,282,1611,S18_1367,Shipped,49,52.83,2588.67,spain,10139-6,282-IA793562,24013.52,IA793562,2003-08-03
10139,6,282,1611,S18_1367,Shipped,49,52.83,2588.67,spain,10139-6,282-JT819493,35806.73,JT819493,2004-08-02
10139,6,282,1611,S18_1367,Shipped,49,52.83,2588.67,spain,10139-6,282-OD327378,31835.36,OD327378,2005-01-03
10139,7,282,1611,S18_1342,Shipped,31,89.38,2770.78,spain,10139-7,282-IA793562,24013.52,IA793562,2003-08-03
10139,7,282,1611,S18_1342,Shipped,31,89.38,2770.78,spain,10139-7,282-JT819493,35806.73,JT819493,2004-08-02
10139,7,282,1611,S18_1342,Shipped,31,89.38,2770.78,spain,10139-7,282-OD327378,31835.36,OD327378,2005-01-03
10139,8,282,1611,S18_2795,Shipped,41,151.88,6227.08,spain,10139-8,282-IA793562,24013.52,IA793562,2003-08-03
10139,8,282,1611,S18_2795,Shipped,41,151.88,6227.08,spain,10139-8,282-JT819493,35806.73,JT819493,2004-08-02
10139,8,282,1611,S18_2795,Shipped,41,151.88,6227.08,spain,10139-8,282-OD327378,31835.36,OD327378,2005-01-03
10140,1,161,1165,S24_2300,Shipped,47,118.84,5585.48,spain,10140-1,161-BR352384,2434.25,BR352384,2004-11-14
10140,1,161,1165,S24_2300,Shipped,47,118.84,5585.48,spain,10140-1,161-BR478494,50743.65,BR478494,2003-11-18
10140,1,161,1165,S24_2300,Shipped,47,118.84,5585.48,spain,10140-1,161-KG644125,12692.19,KG644125,2005-02-02
10140,1,161,1165,S24_2300,Shipped,47,118.84,5585.48,spain,10140-1,161-NI908214,38675.13,NI908214,2003-08-05
10140,2,161,1165,S18_2432,Shipped,46,51.05,2348.3,spain,10140-2,161-BR352384,2434.25,BR352384,2004-11-14
10140,2,161,1165,S18_2432,Shipped,46,51.05,2348.3,spain,10140-2,161-BR478494,50743.65,BR478494,2003-11-18
10140,2,161,1165,S18_2432,Shipped,46,51.05,2348.3,spain,10140-2,161-KG644125,12692.19,KG644125,2005-02-02
10140,2,161,1165,S18_2432,Shipped,46,51.05,2348.3,spain,10140-2,161-NI908214,38675.13,NI908214,2003-08-05
10140,3,161,1165,S32_1268,Shipped,26,87.64,2278.64,spain,10140-3,161-BR352384,2434.25,BR352384,2004-11-14
10140,3,161,1165,S32_1268,Shipped,26,87.64,2278.64,spain,10140-3,161-BR478494,50743.65,BR478494,2003-11-18
10140,3,161,1165,S32_1268,Shipped,26,87.64,2278.64,spain,10140-3,161-KG644125,12692.19,KG644125,2005-02-02
10140,3,161,1165,S32_1268,Shipped,26,87.64,2278.64,spain,10140-3,161-NI908214,38675.13,NI908214,2003-08-05
10140,4,161,1165,S10_4962,Shipped,26,131.49,3418.74,spain,10140-4,161-BR352384,2434.25,BR352384,2004-11-14
10140,4,161,1165,S10_4962,Shipped,26,131.49,3418.74,spain,10140-4,161-BR478494,50743.65,BR478494,2003-11-18
10140,4,161,1165,S10_4962,Shipped,26,131.49,3418.74,spain,10140-4,161-KG644125,12692.19,KG644125,2005-02-02
10140,4,161,1165,S10_4962,Shipped,26,131.49,3418.74,spain,10140-4,161-NI908214,38675.13,NI908214,2003-08-05
10140,5,161,1165,S18_4600,Shipped,40,100.5,4020.0,spain,10140-5,161-BR352384,2434.25,BR352384,2004-11-14
10140,5,161,1165,S18_4600,Shipped,40,100.5,4020.0,spain,10140-5,161-BR478494,50743.65,BR478494,2003-11-18
10140,5,161,1165,S18_4600,Shipped,40,100.5,4020.0,spain,10140-5,161-KG644125,12692.19,KG644125,2005-02-02
10140,5,161,1165,S18_4600,Shipped,40,100.5,4020.0,spain,10140-5,161-NI908214,38675.13,NI908214,2003-08-05
10140,6,161,1165,S700_2824,Shipped,36,101.15,3641.4,spain,10140-6,161-BR352384,2434.25,BR352384,2004-11-14
10140,6,161,1165,S700_2824,Shipped,36,101.15,3641.4,spain,10140-6,161-BR478494,50743.65,BR478494,2003-11-18
10140,6,161,1165,S700_2824,Shipped,36,101.15,3641.4,spain,10140-6,161-KG644125,12692.19,KG644125,2005-02-02
10140,6,161,1165,S700_2824,Shipped,36,101.15,3641.4,spain,10140-6,161-NI908214,38675.13,NI908214,2003-08-05
10140,7,161,1165,S32_3522,Shipped,28,62.05,1737.4,spain,10140-7,161-BR352384,2434.25,BR352384,2004-11-14
10140,7,161,1165,S32_3522,Shipped,28,62.05,1737.4,spain,10140-7,161-BR478494,50743.65,BR478494,2003-11-18
10140,7,161,1165,S32_3522,Shipped,28,62.05,1737.4,spain,10140-7,161-KG644125,12692.19,KG644125,2005-02-02
10140,7,161,1165,S32_3522,Shipped,28,62.05,1737.4,spain,10140-7,161-NI908214,38675.13,NI908214,2003-08-05
10140,8,161,1165,S12_1666,Shipped,38,118.9,4518.2,spain,10140-8,161-BR352384,2434.25,BR352384,2004-11-14
10140,8,161,1165,S12_1666,Shipped,38,118.9,4518.2,spain,10140-8,161-BR478494,50743.65,BR478494,2003-11-18
10140,8,161,1165,S12_1666,Shipped,38,118.9,4518.2,spain,10140-8,161-KG644125,12692.19,KG644125,2005-02-02
10140,8,161,1165,S12_1666,Shipped,38,118.9,4518.2,spain,10140-8,161-NI908214,38675.13,NI908214,2003-08-05
10140,9,161,1165,S18_4668,Shipped,29,40.25,1167.25,spain,10140-9,161-BR352384,2434.25,BR352384,2004-11-14
10140,9,161,1165,S18_4668,Shipped,29,40.25,1167.25,spain,10140-9,161-BR478494,50743.65,BR478494,2003-11-18
10140,9,161,1165,S18_4668,Shipped,29,40.25,1167.25,spain,10140-9,161-KG644125,12692.19,KG644125,2005-02-02
10140,9,161,1165,S18_4668,Shipped,29,40.25,1167.25,spain,10140-9,161-NI908214,38675.13,NI908214,2003-08-05
10140,10,161,1165,S18_1097,Shipped,32,95.67,3061.44,spain,10140-10,161-BR352384,2434.25,BR352384,2004-11-14
10140,10,161,1165,S18_1097,Shipped,32,95.67,3061.44,spain,10140-10,161-BR478494,50743.65,BR478494,2003-11-18
10140,10,161,1165,S18_1097,Shipped,32,95.67,3061.44,spain,10140-10,161-KG644125,12692.19,KG644125,2005-02-02
10140,10,161,1165,S18_1097,Shipped,32,95.67,3061.44,spain,10140-10,161-NI908214,38675.13,NI908214,2003-08-05
10140,11,161,1165,S10_1949,Shipped,37,186.44,6898.28,spain,10140-11,161-BR352384,2434.25,BR352384,2004-11-14
10140,11,161,1165,S10_1949,Shipped,37,186.44,6898.28,spain,10140-11,161-BR478494,50743.65,BR478494,2003-11-18
10140,11,161,1165,S10_1949,Shipped,37,186.44,6898.28,spain,10140-11,161-KG644125,12692.19,KG644125,2005-02-02
10140,11,161,1165,S10_1949,Shipped,37,186.44,6898.28,spain,10140-11,161-NI908214,38675.13,NI908214,2003-08-05
10141,1,334,1501,S24_4048,Shipped,40,104.09,4163.6,spain,10141-1,334-CS435306,45785.34,CS435306,2005-01-27
10141,1,334,1501,S24_4048,Shipped,40,104.09,4163.6,spain,10141-1,334-HH517378,29716.86,HH517378,2003-08-16
10141,1,334,1501,S24_4048,Shipped,40,104.09,4163.6,spain,10141-1,334-LF737277,28394.54,LF737277,2004-05-22
10141,2,334,1501,S24_1444,Shipped,20,50.86,1017.2,spain,10141-2,334-CS435306,45785.34,CS435306,2005-01-27
10141,2,334,1501,S24_1444,Shipped,20,50.86,1017.2,spain,10141-2,334-HH517378,29716.86,HH517378,2003-08-16
10141,2,334,1501,S24_1444,Shipped,20,50.86,1017.2,spain,10141-2,334-LF737277,28394.54,LF737277,2004-05-22
10141,3,334,1501,S50_1392,Shipped,44,94.92,4176.48,spain,10141-3,334-CS435306,45785.34,CS435306,2005-01-27
10141,3,334,1501,S50_1392,Shipped,44,94.92,4176.48,spain,10141-3,334-HH517378,29716.86,HH517378,2003-08-16
10141,3,334,1501,S50_1392,Shipped,44,94.92,4176.48,spain,10141-3,334-LF737277,28394.54,LF737277,2004-05-22
10141,4,334,1501,S18_2238,Shipped,39,160.46,6257.94,spain,10141-4,334-CS435306,45785.34,CS435306,2005-01-27
10141,4,334,1501,S18_2238,Shipped,39,160.46,6257.94,spain,10141-4,334-HH517378,29716.86,HH517378,2003-08-16
10141,4,334,1501,S18_2238,Shipped,39,160.46,6257.94,spain,10141-4,334-LF737277,28394.54,LF737277,2004-05-22
10141,5,334,1501,S12_4473,Shipped,21,114.95,2413.95,spain,10141-5,334-CS435306,45785.34,CS435306,2005-01-27
10141,5,334,1501,S12_4473,Shipped,21,114.95,2413.95,spain,10141-5,334-HH517378,29716.86,HH517378,2003-08-16
10141,5,334,1501,S12_4473,Shipped,21,114.95,2413.95,spain,10141-5,334-LF737277,28394.54,LF737277,2004-05-22
10141,6,334,1501,S24_2840,Shipped,21,32.18,675.78,spain,10141-6,334-CS435306,45785.34,CS435306,2005-01-27
10141,6,334,1501,S24_2840,Shipped,21,32.18,675.78,spain,10141-6,334-HH517378,29716.86,HH517378,2003-08-16
10141,6,334,1501,S24_2840,Shipped,21,32.18,675.78,spain,10141-6,334-LF737277,28394.54,LF737277,2004-05-22
10141,7,334,1501,S32_2509,Shipped,24,53.03,1272.72,spain,10141-7,334-CS435306,45785.34,CS435306,2005-01-27
10141,7,334,1501,S32_2509,Shipped,24,53.03,1272.72,spain,10141-7,334-HH517378,29716.86,HH517378,2003-08-16
10141,7,334,1501,S32_2509,Shipped,24,53.03,1272.72,spain,10141-7,334-LF737277,28394.54,LF737277,2004-05-22
10141,8,334,1501,S18_2319,Shipped,47,103.09,4845.23,spain,10141-8,334-CS435306,45785.34,CS435306,2005-01-27
10141,8,334,1501,S18_2319,Shipped,47,103.09,4845.23,spain,10141-8,334-HH517378,29716.86,HH517378,2003-08-16
10141,8,334,1501,S18_2319,Shipped,47,103.09,4845.23,spain,10141-8,334-LF737277,28394.54,LF737277,2004-05-22
10141,9,334,1501,S18_3232,Shipped,34,143.94,4893.96,spain,10141-9,334-CS435306,45785.34,CS435306,2005-01-27
10141,9,334,1501,S18_3232,Shipped,34,143.94,4893.96,spain,10141-9,334-HH517378,29716.86,HH517378,2003-08-16
10141,9,334,1501,S18_3232,Shipped,34,143.94,4893.96,spain,10141-9,334-LF737277,28394.54,LF737277,2004-05-22
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-BG255406,85410.87,BG255406,2004-08-28
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-ET64396,83598.04,ET64396,2005-04-16
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-HI366474,47142.7,HI366474,2004-12-27
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-HR86578,55639.66,HR86578,2004-11-02
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-LF217299,43369.3,LF217299,2004-03-26
10142,1,124,1165,S24_3151,Shipped,49,74.35,3643.15,spain,10142-1,124-NT141748,45084.38,NT141748,2003-11-25
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-BG255406,85410.87,BG255406,2004-08-28
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-ET64396,83598.04,ET64396,2005-04-16
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-HI366474,47142.7,HI366474,2004-12-27
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-HR86578,55639.66,HR86578,2004-11-02
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-LF217299,43369.3,LF217299,2004-03-26
10142,2,124,1165,S700_1138,Shipped,41,55.34,2268.94,spain,10142-2,124-NT141748,45084.38,NT141748,2003-11-25
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-BG255406,85410.87,BG255406,2004-08-28
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-ET64396,83598.04,ET64396,2005-04-16
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-HI366474,47142.7,HI366474,2004-12-27
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-HR86578,55639.66,HR86578,2004-11-02
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-LF217299,43369.3,LF217299,2004-03-26
10142,3,124,1165,S700_3505,Shipped,21,92.16,1935.36,spain,10142-3,124-NT141748,45084.38,NT141748,2003-11-25
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-BG255406,85410.87,BG255406,2004-08-28
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-ET64396,83598.04,ET64396,2005-04-16
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-HI366474,47142.7,HI366474,2004-12-27
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-HR86578,55639.66,HR86578,2004-11-02
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-LF217299,43369.3,LF217299,2004-03-26
10142,4,124,1165,S700_3962,Shipped,38,91.37,3472.06,spain,10142-4,124-NT141748,45084.38,NT141748,2003-11-25
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-BG255406,85410.87,BG255406,2004-08-28
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-ET64396,83598.04,ET64396,2005-04-16
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-HI366474,47142.7,HI366474,2004-12-27
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-HR86578,55639.66,HR86578,2004-11-02
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-LF217299,43369.3,LF217299,2004-03-26
10142,5,124,1165,S72_3212,Shipped,39,46.96,1831.44,spain,10142-5,124-NT141748,45084.38,NT141748,2003-11-25
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-BG255406,85410.87,BG255406,2004-08-28
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-ET64396,83598.04,ET64396,2005-04-16
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-HI366474,47142.7,HI366474,2004-12-27
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-HR86578,55639.66,HR86578,2004-11-02
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-LF217299,43369.3,LF217299,2004-03-26
10142,6,124,1165,S24_2011,Shipped,33,114.29,3771.57,spain,10142-6,124-NT141748,45084.38,NT141748,2003-11-25
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-BG255406,85410.87,BG255406,2004-08-28
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-ET64396,83598.04,ET64396,2005-04-16
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-HI366474,47142.7,HI366474,2004-12-27
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-HR86578,55639.66,HR86578,2004-11-02
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-LF217299,43369.3,LF217299,2004-03-26
10142,7,124,1165,S18_4522,Shipped,24,79.87,1916.88,spain,10142-7,124-NT141748,45084.38,NT141748,2003-11-25
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-BG255406,85410.87,BG255406,2004-08-28
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-ET64396,83598.04,ET64396,2005-04-16
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-HI366474,47142.7,HI366474,2004-12-27
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-HR86578,55639.66,HR86578,2004-11-02
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-LF217299,43369.3,LF217299,2004-03-26
10142,8,124,1165,S18_3140,Shipped,47,129.76,6098.72,spain,10142-8,124-NT141748,45084.38,NT141748,2003-11-25
10142,9,124,1165,S700_1938,Shipped,43,77.08,3314.44,spain,10142-9,124-BG255406,85410.87,BG255406,2004-08-28
10142,9,124,1165,S700_1938,Shipped,43,77.08,3314.44,spain,10142-9,124-CQ287967,11044.3,CQ287967,2003-04-11
10142,9,124,1165,S700_1938,Shipped,43,77.08,3314.44,spain,10142-9,124-ET64396,83598.04,ET64396,2005-04-16
10142,9,124,1165,S700_1938,Shipped,43,77.08,3314.44,spain,10142-9,124-HI366474,47142.7,HI366474,2004-12-27
